account,country,advertizer_source,revenue_cpm,buy_cpm,advertizer_impressions,profit_cpm,roi_percent,profiton_galaksion_revenue,revenue_weighted_profit,profiton_currency,mybid_currency,galaksion_currency
clickadu-pub-nsd,MZ,kadam,4.7630,3.4000,3084973,1.3630,40.09,97.3647,4204.7358,USD,USD,USD
propush-nsd,GE,kadam,2.4172,1.2000,3278007,1.2172,101.43,398.0549,3990.0393,USD,USD,USD
sv,IQ,kadam,0.4200,0.3000,32820816,0.1200,40.00,211.7300,3938.4979,USD,USD,USD
clickadilla-sv,CN,inhouseads,1.7860,1.5750,18131094,0.2110,13.40,439.3582,3825.1634,USD,USD,USD
sv2,CN,mybid,1.0700,0.0800,3814967,0.9900,1237.50,201.4500,3776.8173,USD,USD,USD
clickadilla-sv,UA,mybid,1.1902,0.2200,3849565,0.9702,440.99,83.9746,3734.7870,USD,USD,USD
nsd,CN,mybid,1.0500,0.0800,3814967,0.9700,1212.50,208.6300,3700.5180,USD,USD,USD
clickadu-pub-nsd,UA,mybid,1.1584,0.2200,3849565,0.9384,426.53,156.5816,3612.2860,USD,USD,USD
propush-nsd,CN,mybid,1.0077,0.0800,3814967,0.9277,1159.61,213.4347,3539.0877,USD,USD,USD
propush-nsd,FR,inhouseads,0.6867,0.6300,62069841,0.0567,8.99,1966.4847,3516.7944,USD,USD,USD
propush-nsd,GE,inhouseads,2.4172,1.2600,2950206,1.1572,91.84,398.0549,3414.0226,USD,USD,USD
sv,CN,clickadu,1.9900,1.3599,5326824,0.6301,46.33,44.5400,3356.3466,USD,USD,USD
clickadu-pub-nsd,MZ,inhouseads,4.7630,3.5700,2776475,1.1930,33.42,97.3647,3312.2605,USD,USD,USD
propush-nsd,NP,galaksion,1.0272,0.5900,7429208,0.4372,74.11,4041.2386,3248.2429,USD,USD,USD
nsd,RU,mybid,0.6600,0.2300,7519872,0.4300,186.96,511.3200,3233.5450,USD,USD,USD
sv,IQ,inhouseads,0.4200,0.3150,29538734,0.1050,33.33,211.7300,3101.5671,USD,USD,USD
onclicka-sv,CN,mybid,0.7802,0.0800,3814967,0.7002,875.25,0.0687,2671.2403,USD,USD,USD
propush-nsd,UA,mybid,0.9087,0.2200,3849565,0.6887,313.04,269.9451,2651.1171,USD,USD,USD
clickadu-pub-nsd,RU,mybid,0.5757,0.2300,7519872,0.3457,150.31,13.7940,2599.6913,USD,USD,USD
clickadu-pub-nsd,KR,clickadu,1.2448,0.7421,4758377,0.5027,67.73,40.1838,2391.8371,USD,USD,USD
sv,NP,galaksion,0.9100,0.5900,7429208,0.3200,54.24,155.9500,2377.3466,USD,USD,USD
sv,US,mybid,0.5600,0.2500,7668143,0.3100,124.00,81.8200,2377.1243,USD,USD,USD
nsd,HU,kadam,0.7700,0.4000,6421923,0.3700,92.50,46.9100,2376.1115,USD,USD,USD
propush-nsd,DE,clickadu,1.0981,0.8118,8023105,0.2863,35.27,2960.9549,2297.1630,USD,USD,USD
clickadilla-sv,CN,clickadu,1.7860,1.3599,5326824,0.4261,31.33,439.3582,2269.5283,USD,USD,USD
propush-nsd,AU,mybid,2.0741,0.3700,1329640,1.7041,460.58,1360.1043,2265.8957,USD,USD,USD
propush-nsd,BO,mybid,1.9489,0.3900,1451108,1.5589,399.72,1085.9271,2262.1626,USD,USD,USD
propush-nsd,DE,mybid,1.0981,0.2900,2765749,0.8081,278.66,2960.9549,2235.0611,USD,USD,USD
sv2,RU,galaksion,1.8400,0.7300,2000382,1.1100,152.05,4.0900,2220.4240,USD,USD,USD
propush-nsd,AR,mybid,0.5177,0.2200,7436934,0.2977,135.33,449.8168,2214.1499,USD,USD,USD
propush-nsd,AO,kadam,1.4854,0.9000,3612733,0.5854,65.05,516.5615,2114.9124,USD,USD,USD
propush-nsd,FR,mybid,0.6867,0.1600,3936844,0.5267,329.16,1966.4847,2073.3730,USD,USD,USD
clickadu-pub-nsd,GB,mybid,0.6851,0.0500,3225971,0.6351,1270.14,57.1301,2048.7196,USD,USD,USD
nsd,HU,inhouseads,0.7700,0.4200,5779730,0.3500,83.33,46.9100,2022.9055,USD,USD,USD
nsd,US,mybid,0.5000,0.2500,7668143,0.2500,100.00,622.7100,1917.0358,USD,USD,USD
propush-nsd,TH,inhouseads,1.4210,1.3650,33722454,0.0560,4.10,4600.9859,1888.1425,USD,USD,USD
propush-nsd,NL,mybid,1.5542,0.2400,1405726,1.3142,547.58,575.3093,1847.4008,USD,USD,USD
clickadu-pub-nsd,SG,galaksion,1.3322,0.6600,2723412,0.6722,101.85,43.9772,1830.7830,USD,USD,USD
propush-nsd,NO,kadam,1.5014,0.9000,3024100,0.6014,66.82,132.5027,1818.6817,USD,USD,USD
clickadu-pub-nsd,BS,kadam,3.2972,0.1000,568181,3.1972,3197.21,0.7089,1816.5936,USD,USD,USD
propush-nsd,DE,galaksion,1.0981,0.6900,4426451,0.4081,59.15,2960.9549,1806.5296,USD,USD,USD
nsd,HK,mybid,1.5100,0.2900,1473024,1.2200,420.69,20.3600,1797.0893,USD,USD,USD
sv,BD,mybid,0.5300,0.1300,4472681,0.4000,307.69,244.7200,1789.0724,USD,USD,USD
propush-nsd,AO,inhouseads,1.4854,0.9450,3251459,0.5404,57.19,516.5615,1757.1051,USD,USD,USD
sv2,BR,mybid,0.6800,0.1000,2982316,0.5800,580.00,1390.9600,1729.7433,USD,USD,USD
nsd,BR,mybid,0.6700,0.1000,2982316,0.5700,570.00,1398.5900,1699.9201,USD,USD,USD
sv2,BR,galaksion,0.6800,0.5400,11778624,0.1400,25.93,1390.9600,1649.0074,USD,USD,USD
clickadu-pub-nsd,BS,inhouseads,3.2972,0.1050,511362,3.1922,3040.20,0.7089,1632.3745,USD,USD,USD
sv2,US,mybid,0.4600,0.2500,7668143,0.2100,84.00,814.7500,1610.3100,USD,USD,USD
propush-nsd,AU,galaksion,2.0741,1.0500,1541742,1.0241,97.54,1360.1043,1578.9631,USD,USD,USD
propush-nsd,AU,clickadu,2.0741,1.0382,1518946,1.0359,99.78,1360.1043,1573.5236,USD,USD,USD
sv,VN,kadam,0.4400,0.4000,38933390,0.0400,10.00,44.6800,1557.3356,USD,USD,USD
clickadu-pub-nsd,CN,mybid,0.4881,0.0800,3814967,0.4081,510.07,0.8663,1556.7215,USD,USD,USD
nsd,BR,galaksion,0.6700,0.5400,11778624,0.1300,24.07,1398.5900,1531.2211,USD,USD,USD
propush-nsd,NO,inhouseads,1.5014,0.9450,2721690,0.5564,58.88,132.5027,1514.3375,USD,USD,USD
propush-nsd,MX,mybid,0.5649,0.1700,3788822,0.3949,232.30,4406.0469,1496.2496,USD,USD,USD
propush-nsd,BO,galaksion,1.9489,1.0400,1624310,0.9089,87.40,1085.9271,1476.3694,USD,USD,USD
propush-nsd,BD,mybid,0.4574,0.1300,4472681,0.3274,251.86,2690.6978,1464.4362,USD,USD,USD
clickadu-pub-nsd,DE,mybid,0.8164,0.2900,2765749,0.5264,181.53,255.8250,1455.9726,USD,USD,USD
propush-nsd,BR,mybid,0.5770,0.1000,2982316,0.4770,477.00,4495.3225,1422.5651,USD,USD,USD
sv2,GB,mybid,0.4800,0.0500,3225971,0.4300,860.00,54.1600,1387.1675,USD,USD,USD
clickadu-pub-nsd,SK,kadam,1.1415,0.5000,2161246,0.6415,128.30,76.0220,1386.4888,USD,USD,USD
propush-nsd,MY,mybid,0.9270,0.2100,1913500,0.7170,341.43,1300.5821,1371.9746,USD,USD,USD
clickadu-pub-nsd,YE,kadam,0.6451,0.4000,5501061,0.2451,61.28,1.5586,1348.3975,USD,USD,USD
propush-nsd,TH,galaksion,1.4210,0.9200,2500166,0.5010,54.46,4600.9859,1252.5598,USD,USD,USD
nsd,JP,galaksion,0.4100,0.2800,9269740,0.1300,46.43,83.9600,1205.0662,USD,USD,USD
clickadu-pub-nsd,CL,mybid,0.7907,0.2100,2071218,0.5807,276.54,10.3128,1202.8342,USD,USD,USD
clickadu-pub-nsd,SK,inhouseads,1.1415,0.5250,1945121,0.6165,117.43,76.0220,1199.2116,USD,USD,USD
sv,GB,mybid,0.4200,0.0500,3225971,0.3700,740.00,10.4400,1193.6093,USD,USD,USD
nsd,MX,mybid,0.4800,0.1700,3788822,0.3100,182.35,241.3300,1174.5348,USD,USD,USD
propush-nsd,TH,mybid,1.4210,0.3700,1087857,1.0510,284.05,4600.9859,1143.3275,USD,USD,USD
sv2,BR,clickadu,0.6800,0.5689,10207565,0.1111,19.53,1390.9600,1134.0196,USD,USD,USD
nsd,GB,mybid,0.4000,0.0500,3225971,0.3500,700.00,45.9500,1129.0899,USD,USD,USD
propush-nsd,HU,kadam,0.5750,0.4000,6421923,0.1750,43.74,227.7423,1123.5625,USD,USD,USD
clickadu-pub-nsd,YE,inhouseads,0.6451,0.4200,4950954,0.2251,53.60,1.5586,1114.5384,USD,USD,USD
clickadu-pub-nsd,BR,mybid,0.4729,0.1000,2982316,0.3729,372.93,118.3869,1112.2034,USD,USD,USD
clickadilla-sv,BD,mybid,0.3743,0.1300,4472681,0.2443,187.93,219.4004,1092.6983,USD,USD,USD
sv,HU,kadam,0.5700,0.4000,6421923,0.1700,42.50,5.8800,1091.7269,USD,USD,USD
propush-nsd,CL,mybid,0.7125,0.2100,2071218,0.5025,239.30,520.4533,1040.8634,USD,USD,USD
nsd,BR,clickadu,0.6700,0.5689,10207565,0.1011,17.77,1398.5900,1031.9440,USD,USD,USD
nsd,BD,mybid,0.3600,0.1300,4472681,0.2300,176.92,238.2900,1028.7166,USD,USD,USD
propush-nsd,SI,kadam,2.1887,1.1000,940980,1.0887,98.97,247.0247,1024.4202,USD,USD,USD
evadav-rss,US,mybid,0.3832,0.2500,7668143,0.1332,53.28,43.4600,1021.3801,USD,USD,USD
clickadu-pub-nsd,NL,mybid,0.9650,0.2400,1405726,0.7250,302.07,35.4257,1019.0985,USD,USD,USD
onclicka-sv,UA,mybid,0.4843,0.2200,3849565,0.2643,120.12,12.5388,1017.3341,USD,USD,USD
clickadu-pub-nsd,MZ,galaksion,4.7630,1.0000,270096,3.7630,376.30,97.3647,1016.3640,USD,USD,USD
sv,EC,mybid,0.7000,0.2000,1998425,0.5000,250.00,4.5300,999.2125,USD,USD,USD
sv2,BD,mybid,0.3500,0.1300,4472681,0.2200,169.23,386.4800,983.9898,USD,USD,USD
propush-nsd,KZ,mybid,0.9007,0.1300,1271229,0.7707,592.85,258.3035,979.7433,USD,USD,USD
propush-nsd,EC,mybid,0.6902,0.2000,1998425,0.4902,245.10,434.2901,979.6226,USD,USD,USD
propush-nsd,RU,mybid,0.3580,0.2300,7519872,0.1280,55.63,11.5024,962.1837,USD,USD,USD
sv,ID,mybid,0.4800,0.3600,8015256,0.1200,33.33,24.5500,961.8307,USD,USD,USD
clickadu-pub-nsd,KR,galaksion,1.2448,0.4400,1191764,0.8048,182.90,40.1838,959.1009,USD,USD,USD
sv,DE,mybid,0.6300,0.2900,2765749,0.3400,117.24,88.8700,940.3547,USD,USD,USD
propush-nsd,HU,inhouseads,0.5750,0.4200,5779730,0.1550,36.89,227.7423,895.6115,USD,USD,USD
sv,AR,mybid,0.3400,0.2200,7436934,0.1200,54.55,1.2600,892.4321,USD,USD,USD
propush-nsd,SI,inhouseads,2.1887,1.1550,846882,1.0337,89.50,247.0247,875.3996,USD,USD,USD
clickadu-pub-nsd,SG,mybid,1.3322,0.1500,736430,1.1822,788.16,43.9772,870.6361,USD,USD,USD
sv,HU,inhouseads,0.5700,0.4200,5779730,0.1500,35.71,5.8800,866.9595,USD,USD,USD
clickadu-pub-nsd,HK,mybid,0.8654,0.2900,1473024,0.5754,198.40,35.2006,847.5318,USD,USD,USD
propush-nsd,ID,mybid,0.4650,0.3600,8015256,0.1050,29.17,5607.0716,841.8107,USD,USD,USD
mybid-pub-sv,UA,mybid,0.4337,0.2200,3849565,0.2137,97.14,28.0464,822.6460,USD,USD,USD
sv2,AR,mybid,0.3300,0.2200,7436934,0.1100,50.00,13.5800,818.0627,USD,USD,USD
sv,GT,kadam,0.3300,0.2000,6172355,0.1300,65.00,2.7600,802.4062,USD,USD,USD
sv2,SG,clickadu,0.4500,0.2978,5246231,0.1522,51.12,9.5500,798.6337,USD,USD,USD
sv2,MX,mybid,0.3800,0.1700,3788822,0.2100,123.53,332.0100,795.6526,USD,USD,USD
propush-nsd,CA,mybid,1.1711,0.4800,1149065,0.6911,143.98,1834.8279,794.1265,USD,USD,USD
sv2,BO,mybid,0.9200,0.3900,1451108,0.5300,135.90,132.4400,769.0872,USD,USD,USD
propush-nsd,PE,mybid,0.8157,0.2100,1259806,0.6057,288.45,697.4131,763.1177,USD,USD,USD
clickadilla-sv,GB,mybid,0.2862,0.0500,3225971,0.2362,472.34,30.2175,761.8848,USD,USD,USD
propush-nsd,GE,mybid,2.4172,0.0900,314008,2.3272,2585.79,398.0549,730.7641,USD,USD,USD
evadav-rss,CN,mybid,0.2713,0.0800,3814967,0.1913,239.08,10.1180,729.6508,USD,USD,USD
clickadilla-sv,BO,mybid,0.8806,0.3900,1451108,0.4906,125.80,2.8611,711.9356,USD,USD,USD
propush-nsd,AO,mybid,1.4854,0.0300,485460,1.4554,4851.35,516.5615,706.5410,USD,USD,USD
sv,VN,inhouseads,0.4400,0.4200,35040051,0.0200,4.76,44.6800,700.8010,USD,USD,USD
sv,CN,galaksion,1.9900,1.0500,744652,0.9400,89.52,44.5400,699.9729,USD,USD,USD
clickadu-pub-nsd,MY,mybid,0.5647,0.2100,1913500,0.3547,168.91,743.4426,678.7305,USD,USD,USD
propush-nsd,PH,mybid,0.4805,0.3300,4436197,0.1505,45.60,2620.8191,667.5789,USD,USD,USD
sv,GT,inhouseads,0.3300,0.2100,5555119,0.1200,57.14,2.7600,666.6143,USD,USD,USD
propush-nsd,NP,mybid,1.0272,0.1400,747920,0.8872,633.73,4041.2386,663.5741,USD,USD,USD
sv,BR,mybid,0.3200,0.1000,2982316,0.2200,220.00,14.0800,656.1095,USD,USD,USD
clickadu-pub-nsd,TH,mybid,0.9619,0.3700,1087857,0.5919,159.97,84.1780,643.8812,USD,USD,USD
clickadilla-sv,MY,mybid,0.5442,0.2100,1913500,0.3342,159.14,8.0890,639.4938,USD,USD,USD
propush-nsd,ZA,mybid,0.8960,0.1100,809431,0.7860,714.53,3428.0014,636.1958,USD,USD,USD
nsd,PH,mybid,0.4700,0.3300,4436197,0.1400,42.42,997.6300,621.0676,USD,USD,USD
sv2,PH,mybid,0.4700,0.3300,4436197,0.1400,42.42,1375.7100,621.0676,USD,USD,USD
sv,IQ,galaksion,0.4200,0.2800,4416889,0.1400,50.00,211.7300,618.3645,USD,USD,USD
propush-nsd,BG,mybid,1.2794,0.2300,588423,1.0494,456.27,1006.2008,617.5017,USD,USD,USD
mybid-pub-sv,CN,mybid,0.2409,0.0800,3814967,0.1609,201.10,10.6171,613.7375,USD,USD,USD
sv,EC,galaksion,0.7000,0.4300,2272626,0.2700,62.79,4.5300,613.6090,USD,USD,USD
sv,MX,mybid,0.3300,0.1700,3788822,0.1600,94.12,13.7100,606.2115,USD,USD,USD
sv,VN,mybid,0.4400,0.1300,1930129,0.3100,238.46,44.6800,598.3400,USD,USD,USD
nsd,JP,kadam,0.4100,0.4000,59822311,0.0100,2.50,83.9600,598.2231,USD,USD,USD
propush-nsd,EC,galaksion,0.6902,0.4300,2272626,0.2602,60.51,434.2901,591.3312,USD,USD,USD
propush-nsd,NZ,kadam,1.1622,1.0000,3554844,0.1622,16.22,76.6819,576.5312,USD,USD,USD
sv,NP,mybid,0.9100,0.1400,747920,0.7700,550.00,155.9500,575.8984,USD,USD,USD
propush-nsd,HT,kadam,1.4772,1.0000,1202754,0.4772,47.72,124.7963,573.9055,USD,USD,USD
clickadilla-sv,SK,kadam,0.7630,0.5000,2161246,0.2630,52.60,13.8954,568.4524,USD,USD,USD
nsd,IN,mybid,0.1300,0.0900,14059151,0.0400,44.44,1779.4800,562.3660,USD,USD,USD
clickadu-pub-nsd,DE,galaksion,0.8164,0.6900,4426451,0.1264,18.32,255.8250,559.6351,USD,USD,USD
sv,ZM,galaksion,1.9400,1.1100,670413,0.8300,74.77,25.9400,556.4428,USD,USD,USD
sv,CA,mybid,0.9600,0.4800,1149065,0.4800,100.00,38.2500,551.5512,USD,USD,USD
clickadu-pub-nsd,FR,mybid,0.2993,0.1600,3936844,0.1393,87.09,143.4858,548.5932,USD,USD,USD
clickadilla-sv,CN,galaksion,1.7860,1.0500,744652,0.7360,70.09,439.3582,548.0434,USD,USD,USD
propush-nsd,NL,kadam,1.5542,1.5000,10087068,0.0542,3.61,575.3093,546.6884,USD,USD,USD
propush-nsd,GF,kadam,3.2907,0.2000,175288,3.0907,1545.36,11.5932,541.7669,USD,USD,USD
propush-nsd,PK,galaksion,0.4324,0.3500,6539524,0.0824,23.54,1829.5542,538.7288,USD,USD,USD
evadav-sv,CN,mybid,0.2210,0.0800,3814967,0.1410,176.31,1.3550,538.0784,USD,USD,USD
sv,RS,kadam,1.0100,0.9000,4874030,0.1100,12.22,114.6600,536.1433,USD,USD,USD
propush-nsd,VN,mybid,0.3931,0.1300,1930129,0.2631,202.40,2760.8398,507.8531,USD,USD,USD
evadav-rss,NL,mybid,0.6008,0.2400,1405726,0.3608,150.32,1.1060,507.1304,USD,USD,USD
propush-nsd,ZW,galaksion,3.6095,1.1500,203511,2.4595,213.87,836.3742,500.5375,USD,USD,USD
clickadu-pub-nsd,CL,galaksion,0.7907,0.5700,2252585,0.2207,38.73,10.3128,497.2302,USD,USD,USD
propush-nsd,NA,kadam,1.3527,0.5000,577052,0.8527,170.53,65.0243,492.0357,USD,USD,USD
propush-nsd,GF,inhouseads,3.2907,0.2100,157759,3.0807,1467.01,11.5932,486.0120,USD,USD,USD
sv,SG,clickadu,0.3900,0.2978,5246231,0.0922,30.97,1.0700,483.8599,USD,USD,USD
propush-nsd,MZ,galaksion,2.7844,1.0000,270096,1.7844,178.44,586.5490,481.9609,USD,USD,USD
propush-nsd,LR,kadam,1.0865,0.5000,818082,0.5865,117.30,48.4223,479.7894,USD,USD,USD
sv,FR,mybid,0.2800,0.1600,3936844,0.1200,75.00,15.5300,472.4213,USD,USD,USD
propush-nsd,PL,mybid,0.8631,0.2900,815800,0.5731,197.63,314.4827,467.5642,USD,USD,USD
sv,JP,galaksion,0.3300,0.2800,9269740,0.0500,17.86,22.7400,463.4870,USD,USD,USD
clickadilla-sv,SK,inhouseads,0.7630,0.5250,1945121,0.2380,45.34,13.8954,462.9790,USD,USD,USD
propush-nsd,HT,inhouseads,1.4772,1.0500,1082478,0.4272,40.68,124.7963,462.3908,USD,USD,USD
clickadilla-sv,NL,mybid,0.5619,0.2400,1405726,0.3219,134.11,40.3460,452.4460,USD,USD,USD
sv,NL,mybid,0.5600,0.2400,1405726,0.3200,133.33,6.0300,449.8323,USD,USD,USD
nsd,AR,mybid,0.2800,0.2200,7436934,0.0600,27.27,5.4900,446.2160,USD,USD,USD
clickadilla-sv,AU,mybid,0.6984,0.3700,1329640,0.3284,88.77,38.6566,436.7073,USD,USD,USD
clickadu-pub-nsd,AO,mybid,0.9286,0.0300,485460,0.8986,2995.37,14.7584,436.2392,USD,USD,USD
propush-nsd,BR,galaksion,0.5770,0.5400,11778624,0.0370,6.85,4495.3225,435.8104,USD,USD,USD
propush-nsd,NA,inhouseads,1.3527,0.5250,519346,0.8277,157.65,65.0243,429.8478,USD,USD,USD
propush-nsd,MM,clickadu,1.8419,1.0762,557588,0.7656,71.14,2087.5245,426.9105,USD,USD,USD
sv,UA,mybid,0.3300,0.2200,3849565,0.1100,50.00,2.5500,423.4522,USD,USD,USD
propush-nsd,PK,mybid,0.4324,0.0600,1128718,0.3724,620.63,1829.5542,420.3125,USD,USD,USD
sv,PE,mybid,0.5400,0.2100,1259806,0.3300,157.14,3.4000,415.7360,USD,USD,USD
propush-nsd,LR,inhouseads,1.0865,0.5250,736273,0.5615,106.95,48.4223,413.4032,USD,USD,USD
clickadilla-sv,US,mybid,0.3035,0.2500,7668143,0.0535,21.39,430.1885,410.1228,USD,USD,USD
onclicka-sv,GB,mybid,0.1762,0.0500,3225971,0.1262,252.48,9.7798,407.2509,USD,USD,USD
clickadu-pub-nsd,IL,mybid,1.2019,0.1900,401034,1.0119,532.57,32.9435,405.7978,USD,USD,USD
propush-nsd,PE,galaksion,0.8157,0.6800,2971974,0.1357,19.96,697.4131,403.4223,USD,USD,USD
sv2,ZA,mybid,0.6000,0.1100,809431,0.4900,445.45,80.7100,396.6212,USD,USD,USD
clickadu-pub-nsd,BG,mybid,0.8888,0.2300,588423,0.6588,286.45,10.9895,387.6710,USD,USD,USD
clickadu-pub-nsd,KR,mybid,1.2448,0.7500,781923,0.4948,65.97,40.1838,386.8753,USD,USD,USD
clickadu-pub-nsd,CY,adsterra,6.2015,1.3389,79333,4.8626,363.18,38.8336,385.7628,USD,USD,USD
nsd,MY,mybid,0.4100,0.2100,1913500,0.2000,95.24,40.7300,382.7000,USD,USD,USD
clickadilla-sv,CL,mybid,0.3933,0.2100,2071218,0.1833,87.29,11.2131,379.6935,USD,USD,USD
sv2,NL,mybid,0.5100,0.2400,1405726,0.2700,112.50,46.0600,379.5460,USD,USD,USD
clickadilla-sv,VN,mybid,0.3260,0.1300,1930129,0.1960,150.73,48.9176,378.2090,USD,USD,USD
clickadu-pub-nsd,VN,mybid,0.3258,0.1300,1930129,0.1958,150.64,3481.0428,377.9919,USD,USD,USD
propush-nsd,MX,clickadu,0.5649,0.4849,4612065,0.0800,16.50,4406.0469,368.9585,USD,USD,USD
clickadu-pub-nsd,MZ,mybid,4.7630,0.5300,87104,4.2330,798.67,97.3647,368.7089,USD,USD,USD
propush-nsd,FR,galaksion,0.6867,0.6200,5509792,0.0667,10.75,1966.4847,367.2754,USD,USD,USD
clickadu-pub-nsd,PE,mybid,0.5014,0.2100,1259806,0.2914,138.77,59.5237,367.1234,USD,USD,USD
propush-nsd,MG,adsterra,1.1517,0.5927,653181,0.5590,94.32,279.2905,365.1359,USD,USD,USD
sv2,MY,mybid,0.4000,0.2100,1913500,0.1900,90.48,14.8000,363.5650,USD,USD,USD
clickadu-pub-nsd,BD,mybid,0.2113,0.1300,4472681,0.0813,62.52,178.8829,363.5169,USD,USD,USD
propush-nsd,NZ,inhouseads,1.1622,1.0500,3199359,0.1122,10.68,76.6819,358.9100,USD,USD,USD
propush-nsd,GB,galaksion,1.4061,1.3400,5207877,0.0661,4.93,2356.7033,344.1040,USD,USD,USD
clickadu-pub-nsd,CY,clickadu,6.2015,0.8108,63457,5.3907,664.88,38.8336,342.0770,USD,USD,USD
sv,PK,mybid,0.3600,0.0600,1128718,0.3000,500.00,16.3900,338.6154,USD,USD,USD
clickadu-pub-nsd,BO,mybid,0.6198,0.3900,1451108,0.2298,58.93,1.4535,333.5073,USD,USD,USD
propush-nsd,SG,clickadu,0.3605,0.2978,5246231,0.0628,21.08,845.2381,329.2689,USD,USD,USD
propush-nsd,CL,galaksion,0.7125,0.5700,2252585,0.1425,25.01,520.4533,321.0764,USD,USD,USD
clickadu-pub-nsd,EC,mybid,0.3587,0.2000,1998425,0.1587,79.35,17.0063,317.1338,USD,USD,USD
clickadu-pub-nsd,CY,galaksion,6.2015,0.4700,55077,5.7315,1219.46,38.8336,315.6721,USD,USD,USD
nsd,FR,mybid,0.2400,0.1600,3936844,0.0800,50.00,61.9400,314.9475,USD,USD,USD
sv,HK,mybid,0.5000,0.2900,1473024,0.2100,72.41,13.3500,309.3350,USD,USD,USD
sv,AU,mybid,0.6000,0.3700,1329640,0.2300,62.16,6.5800,305.8172,USD,USD,USD
propush-nsd,ZA,galaksion,0.8960,0.8300,4561016,0.0660,7.95,3428.0014,300.9314,USD,USD,USD
mybid-pub-sv,GB,mybid,0.1422,0.0500,3225971,0.0922,184.47,17.2160,297.5472,USD,USD,USD
propush-nsd,MM,galaksion,1.8419,1.2500,487741,0.5919,47.35,2087.5245,288.6851,USD,USD,USD
evadav-sv,UA,mybid,0.2944,0.2200,3849565,0.0744,33.81,3.4520,286.3635,USD,USD,USD
sv,KR,galaksion,0.6800,0.4400,1191764,0.2400,54.55,61.8800,286.0234,USD,USD,USD
sv,RS,inhouseads,1.0100,0.9450,4386627,0.0650,6.88,114.6600,285.1308,USD,USD,USD
nsd,PK,mybid,0.3100,0.0600,1128718,0.2500,416.67,43.1700,282.1795,USD,USD,USD
propush-nsd,KE,mybid,0.6375,0.0700,491277,0.5675,810.77,424.6112,278.8189,USD,USD,USD
clickadu-pub-nsd,MZ,adsterra,4.7630,3.9855,355609,0.7775,19.51,97.3647,276.4850,USD,USD,USD
sv,BA,mybid,0.6700,0.1000,483972,0.5700,570.00,1.8100,275.8640,USD,USD,USD
nsd,BO,mybid,0.5800,0.3900,1451108,0.1900,48.72,4.1900,275.7105,USD,USD,USD
