account,country,advertizer_source,revenue_cpm,buy_cpm,advertizer_impressions,profit_cpm,roi_percent,profiton_galaksion_revenue,revenue_weighted_profit,profiton_currency,mybid_currency,galaksion_currency
propush-constructor,IT,inhouseads,0.8253,0.6300,31988853,0.1953,31.00,440.7866,6247.9979,USD,USD,USD
propush-inhouse-constructor,MZ,inhouseads,4.0741,1.9950,2985240,2.0791,104.22,0.7904,6206.6486,USD,USD,USD
propush-inhouse-tb,SG,kadam,1.3762,0.7000,9164745,0.6762,96.61,6.7780,6197.5673,USD,USD,USD
propush-cpc,AU,monetizer,5.5781,1.0761,1364312,4.5020,418.38,840.5267,6142.1421,USD,USD,USD
propush-inhouse-tb,US,mybid,0.9343,0.2500,8935573,0.6843,273.72,306.4412,6114.5643,USD,USD,USD
propush-constructor,MM,kadam,2.8892,2.3000,10285563,0.5892,25.62,339.0303,6060.5099,USD,USD,USD
propush-cpc,NL,kadam,1.5280,1.1000,13783395,0.4280,38.91,108.5030,5899.5368,USD,USD,USD
propush-constructor,RU,mybid,0.8674,0.1300,7885054,0.7374,567.20,1.5430,5814.0920,USD,USD,USD
propush-cpc,US,galaksion,1.5469,1.2800,21557396,0.2669,20.85,553.1856,5754.1491,USD,USD,USD
clickadilla-sv,IT,kadam,0.7590,0.6000,35543171,0.1590,26.50,341.0116,5651.2265,USD,USD,USD
propush-inhouse-constructor,GB,clickadu,3.5045,2.2060,4184506,1.2985,58.86,96.0961,5433.6083,USD,USD,USD
propush-inhouse-constructor,RU,mybid,0.8133,0.1300,7885054,0.6833,525.60,0.5652,5387.6751,USD,USD,USD
clickadu-pub-nsd,FR,kadam,0.8985,0.8000,54634264,0.0985,12.32,136.1357,5383.5528,USD,USD,USD
propush-inhouse-tb,NL,kadam,1.4901,1.1000,13783395,0.3901,35.46,74.5089,5376.3325,USD,USD,USD
propush-inhouse-tb,ID,galaksion,0.4506,0.3800,75236121,0.0706,18.59,208.8997,5313.6821,USD,USD,USD
propush-inhouse-tb,SG,inhouseads,1.3762,0.7350,8248270,0.6412,87.24,6.7780,5289.1208,USD,USD,USD
propush-cpc,AU,clickadu,5.5781,1.4942,1244871,4.0839,273.32,840.5267,5083.9301,USD,USD,USD
propush-inhouse-tb,GB,mybid,2.1370,0.3400,2808837,1.7970,528.53,612.3072,5047.4911,USD,USD,USD
propush-inhouse-constructor,IT,kadam,0.7418,0.6000,35543171,0.1418,23.64,8.2519,5040.5106,USD,USD,USD
propush-constructor,SG,kadam,1.2478,0.7000,9164745,0.5478,78.25,45.9634,5019.9944,USD,USD,USD
sv,BR,clickadu,1.0900,0.5764,9249548,0.5136,89.10,782.3700,4750.4106,USD,USD,USD
propush-tb,TH,kadam,1.3985,1.3000,47621900,0.0985,7.58,2033.7068,4690.4254,USD,USD,USD
propush-cpc,NL,inhouseads,1.5280,1.1550,12405055,0.3730,32.30,108.5030,4627.3049,USD,USD,USD
propush-cpc,GE,kadam,2.1614,1.0000,3898363,1.1614,116.14,70.2051,4527.6382,USD,USD,USD
propush-cpc,GB,clickadu,3.2868,2.2060,4184506,1.0809,49.00,1494.5448,4522.8312,USD,USD,USD
propush-inhouse-constructor,LV,kadam,6.4275,2.3000,1075427,4.1275,179.46,0.2764,4438.7932,USD,USD,USD
propush-constructor,MM,inhouseads,2.8892,2.4150,9257006,0.4742,19.64,339.0303,4389.9028,USD,USD,USD
propush-constructor,DE,inhouseads,1.3707,1.2600,39648808,0.1107,8.78,201.6747,4387.1411,USD,USD,USD
propush-constructor,SG,inhouseads,1.2478,0.7350,8248270,0.5128,69.76,45.9634,4229.3052,USD,USD,USD
propush-inhouse-tb,NL,inhouseads,1.4901,1.1550,12405055,0.3351,29.01,74.5089,4156.4210,USD,USD,USD
propush-nsd,TH,kadam,1.3872,1.3000,47621900,0.0872,6.71,2360.4097,4152.7119,USD,USD,USD
propush-inhouse-tb,GB,galaksion,2.1370,1.3400,5207877,0.7970,59.48,612.3072,4150.6984,USD,USD,USD
clickadilla-sv,IT,inhouseads,0.7590,0.6300,31988853,0.1290,20.48,341.0116,4126.4382,USD,USD,USD
propush-inhouse-tb,CI,kadam,1.5823,1.2000,10514295,0.3823,31.85,646.1375,4019.1799,USD,USD,USD
propush-cpc,GE,inhouseads,2.1614,1.0500,3508526,1.1114,105.85,70.2051,3899.4473,USD,USD,USD
propush-inhouse-constructor,LV,inhouseads,6.4275,2.4150,967884,4.0125,166.15,0.2764,3883.6060,USD,USD,USD
propush-cpc,SA,galaksion,1.1394,0.4400,5438243,0.6994,158.96,108.9750,3803.6010,USD,USD,USD
propush-constructor,GH,kadam,1.0490,0.6000,8470370,0.4490,74.83,64.2602,3802.8341,USD,USD,USD
propush-cpc,TH,kadam,1.3795,1.3000,47621900,0.0795,6.11,243.2054,3783.5807,USD,USD,USD
propush-cpc,PH,galaksion,0.7762,0.5500,16185618,0.2262,41.13,540.8104,3660.9893,USD,USD,USD
propush-cpc,JP,galaksion,0.6748,0.2800,9269740,0.3948,141.01,65.1199,3659.8601,USD,USD,USD
propush-cpc,JP,mybid,0.6748,0.0900,6231996,0.5848,649.80,65.1199,3644.5833,USD,USD,USD
propush-cpc,PH,inhouseads,0.7762,0.7350,88426936,0.0412,5.60,540.8104,3642.1110,USD,USD,USD
propush-inhouse-constructor,MX,galaksion,0.8793,0.5400,10557288,0.3393,62.84,15.4973,3582.3968,USD,USD,USD
propush-inhouse-constructor,IT,inhouseads,0.7418,0.6300,31988853,0.1118,17.75,8.2519,3576.7938,USD,USD,USD
propush-cpc,ID,mybid,0.6155,0.2800,10635194,0.3355,119.82,453.7070,3568.1312,USD,USD,USD
propush-inhouse-constructor,ZM,kadam,2.4703,2.0000,7506955,0.4703,23.51,5.3407,3530.2640,USD,USD,USD
propush-constructor,DE,clickadu,1.3707,0.9453,8278514,0.4254,45.00,201.6747,3521.2909,USD,USD,USD
propush-cpc,GH,kadam,1.0098,0.6000,8470370,0.4098,68.30,82.9667,3471.1123,USD,USD,USD
propush-constructor,DE,mybid,1.3707,0.2200,2930956,1.1507,523.02,201.6747,3372.5046,USD,USD,USD
propush-inhouse-tb,UG,kadam,0.7147,0.4000,10655877,0.3147,78.68,62.7695,3353.5208,USD,USD,USD
propush-cpc,PH,mybid,0.7762,0.1600,5404260,0.6162,385.12,540.8104,3330.0391,USD,USD,USD
propush-inhouse-tb,BJ,kadam,3.4116,1.4000,1640243,2.0116,143.69,250.3276,3299.5462,USD,USD,USD
propush-inhouse-constructor,CN,mybid,1.2944,0.3000,3249831,0.9944,331.47,2.8606,3231.6691,USD,USD,USD
propush-cpc,ZW,kadam,2.8376,1.7000,2830864,1.1376,66.91,129.0519,3220.2597,USD,USD,USD
propush-constructor,GH,inhouseads,1.0490,0.6300,7623333,0.4190,66.50,64.2602,3193.8507,USD,USD,USD
propush-nsd,AU,mybid,2.6125,0.3000,1334219,2.3125,770.82,2307.7351,3085.3206,USD,USD,USD
propush-constructor,GE,kadam,1.7909,1.0000,3898363,0.7909,79.09,11.2038,3083.1418,USD,USD,USD
propush-nsd,NL,kadam,1.3218,1.1000,13783395,0.2218,20.17,474.4683,3057.7776,USD,USD,USD
propush-inhouse-tb,CI,inhouseads,1.5823,1.2600,9462865,0.3223,25.58,646.1375,3049.4898,USD,USD,USD
clickadu-pub-nsd,DE,mybid,1.2564,0.2200,2930956,1.0364,471.10,319.2361,3037.7000,USD,USD,USD
propush-constructor,DE,galaksion,1.3707,0.6900,4426451,0.6807,98.64,201.6747,3012.8639,USD,USD,USD
propush-cpc,UG,kadam,0.6809,0.4000,10655877,0.2809,70.22,100.2071,2992.9716,USD,USD,USD
propush-nsd,GB,clickadu,2.9148,2.2060,4184506,0.7088,32.13,21539.3093,2966.0879,USD,USD,USD
propush-tb,GB,clickadu,2.9100,2.2060,4184506,0.7040,31.91,18913.8656,2945.9907,USD,USD,USD
propush-inhouse-constructor,MM,monetizer,14.4077,3.6055,270671,10.8022,299.60,8.6302,2923.8458,USD,USD,USD
propush-cpc,GH,inhouseads,1.0098,0.6300,7623333,0.3798,60.28,82.9667,2895.3011,USD,USD,USD
propush-tb,AO,kadam,1.4772,1.0000,6032367,0.4772,47.72,413.9028,2878.6506,USD,USD,USD
clickadu-pub-nsd,FR,inhouseads,0.8985,0.8400,49170837,0.0585,6.97,136.1357,2878.3640,USD,USD,USD
propush-inhouse-tb,BJ,inhouseads,3.4116,1.4700,1476218,1.9416,132.08,250.3276,2866.2549,USD,USD,USD
propush-inhouse-tb,UG,inhouseads,0.7147,0.4200,9590289,0.2947,70.17,62.7695,2826.3629,USD,USD,USD
propush-constructor,HT,kadam,2.3642,0.8000,1795747,1.5642,195.53,83.9367,2808.9356,USD,USD,USD
propush-tb,AU,kadam,2.0168,1.8000,12935009,0.2168,12.05,1258.8673,2804.7059,USD,USD,USD
propush-cpc,DE,mybid,1.1675,0.2200,2930956,0.9475,430.68,498.6027,2777.0464,USD,USD,USD
propush-inhouse-constructor,PH,mybid,0.6734,0.1600,5404260,0.5134,320.86,9.1028,2774.4446,USD,USD,USD
propush-cpc,AO,kadam,1.4581,1.0000,6032367,0.4581,45.81,53.4175,2763.1815,USD,USD,USD
propush-constructor,CH,kadam,2.5501,1.8000,3657383,0.7501,41.67,25.2507,2743.2476,USD,USD,USD
propush-cpc,KW,kadam,1.0848,0.5000,4686307,0.5848,116.97,42.7111,2740.7230,USD,USD,USD
propush-cpc,ZW,inhouseads,2.8376,1.7850,2547777,1.0526,58.97,129.0519,2681.6720,USD,USD,USD
propush-nsd,AO,kadam,1.4378,1.0000,6032367,0.4378,43.78,496.5741,2640.7389,USD,USD,USD
propush-inhouse-constructor,DE,mybid,1.1205,0.2200,2930956,0.9005,409.34,18.9899,2639.4560,USD,USD,USD
propush-inhouse-constructor,ID,mybid,0.5273,0.2800,10635194,0.2473,88.32,66.5612,2630.1834,USD,USD,USD
propush-cpc,CN,mybid,1.1058,0.3000,3249831,0.8058,268.59,15.0197,2618.6137,USD,USD,USD
propush-constructor,GE,inhouseads,1.7909,1.0500,3508526,0.7409,70.56,11.2038,2599.4008,USD,USD,USD
propush-inhouse-constructor,SG,kadam,0.9830,0.7000,9164745,0.2830,40.43,0.3686,2593.6228,USD,USD,USD
clickadu-pub-nsd,DE,clickadu,1.2564,0.9453,8278514,0.3111,32.91,319.2361,2575.6322,USD,USD,USD
propush-nsd,DE,mybid,1.0987,0.2200,2930956,0.8787,399.40,5555.8782,2575.3486,USD,USD,USD
propush-tb,DE,mybid,1.0832,0.2200,2930956,0.8632,392.36,4855.6008,2529.9671,USD,USD,USD
clickadu-pub-nsd,DE,galaksion,1.2564,0.6900,4426451,0.5664,82.09,319.2361,2507.2283,USD,USD,USD
propush-nsd,IT,kadam,0.6705,0.6000,35543171,0.0705,11.75,1432.4079,2505.4035,USD,USD,USD
propush-cpc,UG,inhouseads,0.6809,0.4200,9590289,0.2609,62.11,100.2071,2501.8686,USD,USD,USD
propush-inhouse-constructor,ZM,inhouseads,2.4703,2.1000,6756259,0.3703,17.63,5.3407,2501.6115,USD,USD,USD
clickadu-pub-nsd,DE,kadam,1.2564,1.2000,44054232,0.0564,4.70,319.2361,2485.5191,USD,USD,USD
propush-constructor,HT,inhouseads,2.3642,0.8400,1616172,1.5242,181.45,83.9367,2463.3947,USD,USD,USD
propush-constructor,GN,kadam,1.9724,1.0000,2530008,0.9724,97.24,43.1844,2460.2571,USD,USD,USD
propush-tb,CM,kadam,1.7075,1.3000,5913833,0.4075,31.34,395.5116,2409.7541,USD,USD,USD
propush-nsd,AU,galaksion,2.6125,1.0500,1541742,1.5625,148.81,2307.7351,2408.9016,USD,USD,USD
propush-constructor,CA,mybid,2.5398,0.3800,1114035,2.1598,568.36,196.6717,2406.0529,USD,USD,USD
propush-inhouse-tb,SG,clickadu,1.3762,0.8160,4274789,0.5602,68.65,6.7780,2394.7326,USD,USD,USD
propush-cpc,SG,kadam,0.9611,0.7000,9164745,0.2611,37.31,57.9153,2393.2688,USD,USD,USD
propush-constructor,PH,mybid,0.5985,0.1600,5404260,0.4385,274.05,336.5769,2369.7015,USD,USD,USD
propush-cpc,KW,inhouseads,1.0848,0.5250,4217676,0.5598,106.64,42.7111,2361.2086,USD,USD,USD
clickadu-pub-nsd,MY,mybid,1.2672,0.2400,2282608,1.0272,427.99,496.3347,2344.6378,USD,USD,USD
propush-constructor,VN,kadam,0.3576,0.3000,40437577,0.0576,19.20,37.1123,2328.6020,USD,USD,USD
propush-cpc,UA,mybid,1.4583,0.2500,1919600,1.2083,483.33,58.2947,2319.4840,USD,USD,USD
propush-tb,AO,inhouseads,1.4772,1.0500,5429130,0.4272,40.69,413.9028,2319.3289,USD,USD,USD
propush-tb,AU,mybid,2.0168,0.3000,1334219,1.7168,572.28,1258.8673,2290.6280,USD,USD,USD
propush-constructor,MA,mybid,0.7732,0.0800,3296260,0.6932,866.48,95.4593,2284.9074,USD,USD,USD
propush-inhouse-tb,DE,mybid,0.9976,0.2200,2930956,0.7776,353.44,339.0312,2279.0152,USD,USD,USD
clickadu-pub-nsd,GB,mybid,1.1511,0.3400,2808837,0.8111,238.57,65.4945,2278.3225,USD,USD,USD
propush-cpc,VN,mybid,0.7207,0.0700,3481580,0.6507,929.60,148.7933,2265.5441,USD,USD,USD
propush-cpc,AO,inhouseads,1.4581,1.0500,5429130,0.4081,38.86,53.4175,2215.4067,USD,USD,USD
propush-inhouse-constructor,GN,kadam,1.8717,1.0000,2530008,0.8717,87.17,0.2564,2205.3612,USD,USD,USD
propush-tb,NL,kadam,1.2589,1.1000,13783395,0.1589,14.44,353.9297,2189.5660,USD,USD,USD
propush-cpc,MY,mybid,1.1936,0.2400,2282608,0.9536,397.32,339.6749,2176.6011,USD,USD,USD
propush-constructor,CH,inhouseads,2.5501,1.8900,3291644,0.6601,34.92,25.2507,2172.6743,USD,USD,USD
propush-constructor,AU,mybid,1.9203,0.3000,1334219,1.6203,540.10,208.3411,2161.8356,USD,USD,USD
propush-cpc,RW,kadam,2.3065,1.0000,1628668,1.3065,130.65,201.0104,2127.9217,USD,USD,USD
propush-constructor,NL,mybid,1.7744,0.3200,1455924,1.4544,454.49,12.0356,2117.4697,USD,USD,USD
propush-cpc,DE,galaksion,1.1675,0.6900,4426451,0.4775,69.20,498.6027,2113.5784,USD,USD,USD
propush-nsd,AO,inhouseads,1.4378,1.0500,5429130,0.3878,36.93,496.5741,2105.2083,USD,USD,USD
propush-constructor,GN,inhouseads,1.9724,1.0500,2277007,0.9224,87.85,43.1844,2100.3808,USD,USD,USD
propush-nsd,AU,monetizer,2.6125,1.0761,1364312,1.5364,142.78,2307.7351,2096.1101,USD,USD,USD
propush-constructor,ID,mybid,0.4761,0.2800,10635194,0.1961,70.05,863.9610,2085.9633,USD,USD,USD
propush-nsd,NL,inhouseads,1.3218,1.1550,12405055,0.1668,14.45,474.4683,2069.7217,USD,USD,USD
propush-inhouse-tb,PH,mybid,0.5425,0.1600,5404260,0.3825,239.07,167.5835,2067.2299,USD,USD,USD
propush-inhouse-tb,CZ,kadam,1.6651,1.1000,3641084,0.5651,51.38,195.5516,2057.7498,USD,USD,USD
propush-cpc,NZ,kadam,1.9398,1.2000,2766510,0.7398,61.65,11.1749,2046.5292,USD,USD,USD
propush-inhouse-constructor,SG,inhouseads,0.9830,0.7350,8248270,0.2480,33.74,0.3686,2045.5709,USD,USD,USD
propush-cpc,VN,clickadu,0.7207,0.6466,27402100,0.0741,11.46,148.7933,2031.2346,USD,USD,USD
propush-inhouse-constructor,PH,galaksion,0.6734,0.5500,16185618,0.1234,22.43,9.1028,1996.9982,USD,USD,USD
propush-cpc,MZ,kadam,2.4897,1.9000,3316934,0.5897,31.04,62.8418,1955.9035,USD,USD,USD
propush-inhouse-tb,SG,galaksion,1.3762,0.6600,2723412,0.7162,108.52,6.7780,1950.6167,USD,USD,USD
propush-inhouse-constructor,DE,galaksion,1.1205,0.6900,4426451,0.4305,62.40,18.9899,1905.7837,USD,USD,USD
propush-constructor,NO,kadam,1.7957,0.9000,2127350,0.8957,99.53,0.3035,1905.5406,USD,USD,USD
propush-inhouse-constructor,GN,inhouseads,1.8717,1.0500,2277007,0.8217,78.26,0.2564,1870.9746,USD,USD,USD
propush-cpc,SG,inhouseads,0.9611,0.7350,8248270,0.2261,30.77,57.9153,1865.2524,USD,USD,USD
propush-constructor,MY,mybid,1.0572,0.2400,2282608,0.8172,340.48,316.3420,1865.2362,USD,USD,USD
propush-constructor,SG,clickadu,1.2478,0.8160,4274789,0.4317,52.90,45.9634,1845.4674,USD,USD,USD
clickadu-pub-nsd,SG,kadam,0.9011,0.7000,9164745,0.2011,28.73,20.9087,1842.8626,USD,USD,USD
propush-cpc,RW,inhouseads,2.3065,1.0500,1465801,1.2565,119.67,201.0104,1841.8392,USD,USD,USD
propush-inhouse-tb,MA,mybid,0.6386,0.0800,3296260,0.5586,698.26,512.0606,1841.3139,USD,USD,USD
propush-cpc,DE,clickadu,1.1675,0.9453,8278514,0.2222,23.50,498.6027,1839.4135,USD,USD,USD
nsd,PH,mybid,0.5000,0.1600,5404260,0.3400,212.50,1676.2900,1837.4484,USD,USD,USD
sv,PH,mybid,0.5000,0.1600,5404260,0.3400,212.50,101.7100,1837.4484,USD,USD,USD
propush-tb,CM,inhouseads,1.7075,1.3650,5322449,0.3425,25.09,395.5116,1822.8192,USD,USD,USD
propush-nsd,PH,mybid,0.4961,0.1600,5404260,0.3361,210.05,2066.3248,1816.2545,USD,USD,USD
propush-inhouse-tb,ID,mybid,0.4506,0.2800,10635194,0.1706,60.94,208.8997,1814.6485,USD,USD,USD
propush-nsd,DE,galaksion,1.0987,0.6900,4426451,0.4087,59.23,5555.8782,1808.9661,USD,USD,USD
propush-inhouse-tb,FI,kadam,1.5866,0.7000,2019721,0.8866,126.66,25.5331,1790.6735,USD,USD,USD
propush-nsd,UA,mybid,1.1764,0.2500,1919600,0.9264,370.54,235.0167,1778.2406,USD,USD,USD
sv2,RS,kadam,1.0700,0.7000,4781951,0.3700,52.86,266.3100,1769.3219,USD,USD,USD
sv,BR,mybid,1.0900,0.1600,1897688,0.9300,581.25,782.3700,1764.8498,USD,USD,USD
propush-cpc,IT,galaksion,1.1578,0.8000,4931350,0.3578,44.72,352.8777,1764.3802,USD,USD,USD
propush-inhouse-tb,NO,kadam,1.7288,0.9000,2127350,0.8288,92.09,18.8790,1763.2431,USD,USD,USD
propush-cpc,NL,mybid,1.5280,0.3200,1455924,1.2080,377.51,108.5030,1758.7819,USD,USD,USD
propush-nsd,CM,kadam,1.5968,1.3000,5913833,0.2968,22.83,483.7450,1755.0549,USD,USD,USD
propush-tb,DE,galaksion,1.0832,0.6900,4426451,0.3932,56.98,4855.6008,1740.4289,USD,USD,USD
propush-cpc,CH,kadam,2.2684,1.8000,3657383,0.4684,26.02,60.7816,1713.0996,USD,USD,USD
propush-inhouse-tb,NL,mybid,1.4901,0.3200,1455924,1.1701,365.64,74.5089,1703.5165,USD,USD,USD
clickadu-pub-nsd,FR,mybid,0.8985,0.2500,2613720,0.6485,259.42,136.1357,1695.0968,USD,USD,USD
propush-cpc,NZ,inhouseads,1.9398,1.2600,2489859,0.6798,53.95,11.1749,1692.4847,USD,USD,USD
sv2,HR,kadam,1.4600,0.9000,3004509,0.5600,62.22,120.6700,1682.5250,USD,USD,USD
propush-constructor,CN,mybid,0.8162,0.3000,3249831,0.5162,172.08,8.3600,1677.7247,USD,USD,USD
propush-inhouse-tb,BR,kadam,0.6150,0.6000,111903792,0.0150,2.50,446.6020,1676.6723,USD,USD,USD
propush-inhouse-tb,CZ,inhouseads,1.6651,1.1550,3276975,0.5101,44.17,195.5516,1671.7408,USD,USD,USD
propush-constructor,SE,kadam,1.6903,1.3000,4234578,0.3903,30.02,21.1744,1652.7521,USD,USD,USD
propush-tb,UA,mybid,1.1099,0.2500,1919600,0.8599,343.96,172.9213,1650.6637,USD,USD,USD
propush-cpc,PH,clickadu,0.7762,0.6154,10249959,0.1608,26.14,540.8104,1648.5194,USD,USD,USD
