account,country,advertizer_source,revenue_cpm,buy_cpm,advertizer_impressions,profit_cpm,roi_percent,profiton_galaksion_revenue,revenue_weighted_profit,profiton_currency,mybid_currency,galaksion_currency
propush-constructor,ID,galaksion,0.4852,0.3800,75236121,0.1052,27.68,1481.3707,7912.4072,USD,USD,USD
propush-cpc,BR,kadam,0.4676,0.4000,116386762,0.0676,16.90,41.1313,7867.4624,USD,USD,USD
propush-cpc,MY,kadam,1.3037,1.1000,37871832,0.2037,18.52,353.6903,7714.3645,USD,USD,USD
propush-cpc,AU,clickadu,7.0575,1.4838,1369189,5.5737,375.65,1009.6090,7631.4714,USD,USD,USD
propush-constructor,SG,kadam,1.4458,0.6000,8731533,0.8458,140.97,57.6445,7385.2384,USD,USD,USD
propush-cpc,MM,inhouseads,2.4434,1.6800,9428187,0.7634,45.44,519.5780,7197.7502,USD,USD,USD
propush-cpc,AU,monetizer,7.0575,0.7767,1143791,6.2808,808.66,1009.6090,7183.9223,USD,USD,USD
propush-constructor,GB,galaksion,2.7101,1.3400,5207877,1.3701,102.25,753.8524,7135.5692,USD,USD,USD
propush-cpc,GB,inhouseads,2.2724,2.1000,41168272,0.1724,8.21,1121.7925,7097.3686,USD,USD,USD
propush-nsd,GB,mybid,2.4141,0.1700,3116687,2.2441,1320.08,9630.7756,6994.2526,USD,USD,USD
propush-cpc,VN,inhouseads,0.4891,0.3150,40110547,0.1741,55.26,87.8229,6982.4050,USD,USD,USD
propush-tb,GB,mybid,2.4103,0.1700,3116687,2.2403,1317.81,7755.1307,6982.2673,USD,USD,USD
clickadu-pub-nsd,DE,kadam,1.1730,1.0000,39130521,0.1730,17.30,340.2579,6767.6713,USD,USD,USD
propush-cpc,GB,mybid,2.2724,0.1700,3116687,2.1024,1236.71,1121.7925,6552.5196,USD,USD,USD
propush-constructor,SG,inhouseads,1.4458,0.6300,7858379,0.8158,129.49,57.6445,6410.9626,USD,USD,USD
propush-nsd,BR,inhouseads,0.4799,0.4200,104748085,0.0599,14.27,3010.5519,6275.8208,USD,USD,USD
propush-constructor,SE,kadam,1.9268,1.0000,6687875,0.9268,92.68,52.5974,6198.2313,USD,USD,USD
propush-tb,BR,inhouseads,0.4785,0.4200,104748085,0.0585,13.93,2928.0036,6128.7280,USD,USD,USD
propush-cpc,JP,kadam,0.7924,0.7000,65794165,0.0924,13.20,107.0684,6078.6613,USD,USD,USD
propush-tb,US,mybid,0.7798,0.2400,11113297,0.5398,224.90,1854.6164,5998.4083,USD,USD,USD
propush-constructor,NL,kadam,1.5928,1.0000,9731325,0.5928,59.28,17.3363,5769.0034,USD,USD,USD
propush-nsd,GB,galaksion,2.4141,1.3400,5207877,1.0741,80.16,9630.7756,5593.9400,USD,USD,USD
propush-tb,GB,galaksion,2.4103,1.3400,5207877,1.0703,79.87,7755.1307,5573.9129,USD,USD,USD
propush-cpc,PH,kadam,0.7616,0.7000,86667385,0.0616,8.79,464.6350,5335.2941,USD,USD,USD
propush-constructor,SE,inhouseads,1.9268,1.0500,6019087,0.8768,83.50,52.5974,5277.4533,USD,USD,USD
propush-cpc,MY,inhouseads,1.3037,1.1550,34084648,0.1487,12.87,353.6903,5068.2723,USD,USD,USD
propush-cpc,BR,inhouseads,0.4676,0.4200,104748085,0.0476,11.33,41.1313,4985.7544,USD,USD,USD
propush-cpc,GB,galaksion,2.2724,1.3400,5207877,0.9324,69.58,1121.7925,4855.8193,USD,USD,USD
propush-constructor,NL,inhouseads,1.5928,1.0500,8758192,0.5428,51.70,17.3363,4754.1932,USD,USD,USD
propush-cpc,JP,galaksion,0.7924,0.2800,9269740,0.5124,183.00,107.0684,4749.7134,USD,USD,USD
propush-constructor,US,clickadu,1.4800,1.3027,26573622,0.1773,13.61,1079.8871,4712.2505,USD,USD,USD
propush-cpc,NZ,kadam,2.7262,1.1000,2881044,1.6262,147.83,28.7529,4685.0739,USD,USD,USD
propush-cpc,SG,kadam,1.1344,0.6000,8731533,0.5344,89.06,43.4907,4665.8949,USD,USD,USD
sv,US,mybid,0.6400,0.2400,11113297,0.4000,166.67,119.1300,4445.3188,USD,USD,USD
clickadu-pub-nsd,DE,inhouseads,1.1730,1.0500,35217468,0.1230,11.71,340.2579,4330.0306,USD,USD,USD
propush-constructor,US,galaksion,1.4800,1.2800,21557396,0.2000,15.63,1079.8871,4311.7621,USD,USD,USD
propush-constructor,SE,mybid,1.9268,0.1200,2381814,1.8068,1505.66,52.5974,4303.4290,USD,USD,USD
propush-cpc,MY,mybid,1.3037,0.1000,3559296,1.2037,1203.70,353.6903,4284.3126,USD,USD,USD
propush-constructor,SG,clickadu,1.4458,0.4917,4335738,0.9541,194.03,57.6445,4136.7031,USD,USD,USD
propush-nsd,AU,mybid,2.7456,0.2100,1626515,2.5356,1207.42,2271.7762,4124.1661,USD,USD,USD
propush-cpc,NG,galaksion,1.5202,0.8500,6120478,0.6702,78.84,697.5433,4101.7762,USD,USD,USD
propush-cpc,NZ,inhouseads,2.7262,1.1550,2592939,1.5712,136.03,28.7529,4073.9539,USD,USD,USD
propush-constructor,CA,kadam,1.9212,1.8000,32899636,0.1212,6.74,216.2443,3988.4937,USD,USD,USD
propush-cpc,PH,mybid,0.7616,0.1700,6722663,0.5916,347.98,464.6350,3976.8624,USD,USD,USD
propush-cpc,SG,inhouseads,1.1344,0.6300,7858379,0.5044,80.06,43.4907,3963.5537,USD,USD,USD
clickadu-pub-nsd,DE,mybid,1.1730,0.2200,3862356,0.9530,433.16,340.2579,3680.6369,USD,USD,USD
propush-cpc,ID,mybid,0.5717,0.2100,9952453,0.3617,172.22,276.8899,3599.4288,USD,USD,USD
propush-constructor,AU,mybid,2.3734,0.2100,1626515,2.1634,1030.20,257.3118,3518.8330,USD,USD,USD
propush-cpc,JP,mybid,0.7924,0.1000,5024392,0.6924,692.39,107.0684,3478.8341,USD,USD,USD
propush-constructor,CA,galaksion,1.9212,1.2300,5027422,0.6912,56.20,216.2443,3475.1157,USD,USD,USD
propush-cpc,PH,galaksion,0.7616,0.5500,16185618,0.2116,38.47,464.6350,3424.2387,USD,USD,USD
propush-cpc,JP,inhouseads,0.7924,0.7350,59214748,0.0574,7.81,107.0684,3398.2789,USD,USD,USD
propush-constructor,RU,mybid,0.6752,0.1300,6084684,0.5452,419.38,1.1951,3317.3034,USD,USD,USD
propush-constructor,DE,mybid,1.0760,0.2200,3862356,0.8560,389.08,231.7558,3306.1076,USD,USD,USD
propush-constructor,MY,mybid,1.0163,0.1000,3559296,0.9163,916.30,314.1728,3261.3707,USD,USD,USD
propush-nsd,IT,kadam,0.6895,0.6000,35357374,0.0895,14.91,1225.2948,3163.0768,USD,USD,USD
propush-cpc,FR,mybid,0.9340,0.2000,4174930,0.7340,366.98,627.8586,3064.2679,USD,USD,USD
propush-cpc,PE,kadam,0.6927,0.5000,15761689,0.1927,38.55,78.4627,3037.7429,USD,USD,USD
propush-constructor,CN,mybid,1.2185,0.1000,2680335,1.1185,1118.49,1.8095,2997.9241,USD,USD,USD
clickadu-pub-nsd,NL,mybid,2.0553,0.2900,1687738,1.7653,608.72,52.7821,2979.3600,USD,USD,USD
propush-constructor,DE,kadam,1.0760,1.0000,39130521,0.0760,7.60,231.7558,2973.2188,USD,USD,USD
propush-constructor,PH,mybid,0.6084,0.1700,6722663,0.4384,257.91,234.7895,2947.5439,USD,USD,USD
propush-cpc,GH,kadam,0.9531,0.5000,6449995,0.4531,90.62,53.1230,2922.3907,USD,USD,USD
propush-cpc,ZW,kadam,3.0008,1.6000,2061004,1.4008,87.55,216.5881,2887.0361,USD,USD,USD
propush-tb,DE,mybid,0.9561,0.2200,3862356,0.7361,334.59,5038.6968,2843.0600,USD,USD,USD
propush-constructor,CA,mybid,1.9212,0.2700,1721745,1.6512,611.57,216.2443,2843.0007,USD,USD,USD
propush-cpc,CI,kadam,1.0391,0.7000,8376924,0.3391,48.44,110.7798,2840.3924,USD,USD,USD
propush-nsd,DE,mybid,0.9464,0.2200,3862356,0.7264,330.19,5546.2881,2805.7194,USD,USD,USD
propush-constructor,RW,kadam,2.3027,0.7000,1743725,1.6027,228.95,67.5558,2794.6197,USD,USD,USD
propush-cpc,SG,clickadu,1.1344,0.4917,4335738,0.6427,130.70,43.4907,2786.3834,USD,USD,USD
propush-constructor,ID,mybid,0.4852,0.2100,9952453,0.2752,131.03,1481.3707,2738.5933,USD,USD,USD
propush-nsd,MY,mybid,0.8664,0.1000,3559296,0.7664,766.41,1142.7678,2727.8819,USD,USD,USD
propush-cpc,CM,kadam,1.9307,1.3000,4297787,0.6307,48.51,86.8988,2710.4245,USD,USD,USD
clickadu-pub-nsd,JO,galaksion,1.5461,0.4600,2476703,1.0861,236.12,26.9416,2690.0619,USD,USD,USD
propush-cpc,SI,kadam,3.3417,0.5000,941382,2.8417,568.34,76.4781,2675.1253,USD,USD,USD
propush-constructor,GH,kadam,0.9089,0.5000,6449995,0.4089,81.78,57.8146,2637.2584,USD,USD,USD
propush-nsd,AU,galaksion,2.7456,1.0500,1541742,1.6956,161.48,2271.7762,2614.1537,USD,USD,USD
propush-tb,RU,mybid,0.5593,0.1300,6084684,0.4293,330.22,5.6181,2612.0908,USD,USD,USD
propush-constructor,GB,clickadu,2.7101,2.1013,4271511,0.6089,28.97,753.8524,2600.7109,USD,USD,USD
sv,VE,kadam,0.3800,0.2000,14295923,0.1800,90.00,4.8700,2573.2661,USD,USD,USD
sv2,US,mybid,0.4700,0.2400,11113297,0.2300,95.83,969.5700,2556.0583,USD,USD,USD
propush-tb,UA,mybid,1.2839,0.2400,2436752,1.0439,434.94,150.7732,2543.6121,USD,USD,USD
propush-constructor,CM,kadam,1.8888,1.3000,4297787,0.5888,45.29,53.3348,2530.3688,USD,USD,USD
propush-tb,AU,mybid,1.7447,0.2100,1626515,1.5347,730.79,1004.8553,2496.1501,USD,USD,USD
propush-cpc,GH,inhouseads,0.9531,0.5250,5804995,0.4281,81.54,53.1230,2485.0265,USD,USD,USD
propush-constructor,RW,inhouseads,2.3027,0.7350,1569352,1.5677,213.29,67.5558,2460.2296,USD,USD,USD
propush-cpc,ZW,inhouseads,3.0008,1.6800,1854903,1.3208,78.62,216.5881,2449.9394,USD,USD,USD
nsd,US,mybid,0.4600,0.2400,11113297,0.2200,91.67,1220.0000,2444.9253,USD,USD,USD
propush-cpc,SI,inhouseads,3.3417,0.5250,847243,2.8167,536.51,76.4781,2386.4294,USD,USD,USD
propush-cpc,PE,inhouseads,0.6927,0.5250,14185520,0.1677,31.95,78.4627,2379.3306,USD,USD,USD
sv,BR,kadam,0.4200,0.4000,116386762,0.0200,5.00,30.9600,2327.7352,USD,USD,USD
propush-nsd,UA,mybid,1.1895,0.2400,2436752,0.9495,395.63,184.4367,2313.7326,USD,USD,USD
propush-cpc,AU,adsterra,7.0575,4.1971,804916,2.8604,68.15,1009.6090,2302.3870,USD,USD,USD
propush-cpc,CI,inhouseads,1.0391,0.7350,7539231,0.3041,41.37,110.7798,2292.4799,USD,USD,USD
clickadu-pub-nsd,GB,mybid,0.8977,0.1700,3116687,0.7277,428.06,106.8742,2267.9981,USD,USD,USD
propush-nsd,AU,monetizer,2.7456,0.7767,1143791,1.9689,253.50,2271.7762,2252.0051,USD,USD,USD
propush-constructor,GH,inhouseads,0.9089,0.5250,5804995,0.3839,73.12,57.8146,2228.4075,USD,USD,USD
sv,PH,mybid,0.5000,0.1700,6722663,0.3300,194.12,26.2400,2218.4788,USD,USD,USD
propush-constructor,NL,mybid,1.5928,0.2900,1687738,1.3028,449.25,17.3363,2198.8326,USD,USD,USD
propush-cpc,CM,inhouseads,1.9307,1.3650,3868008,0.5657,41.44,86.8988,2187.9614,USD,USD,USD
sv,VE,inhouseads,0.3800,0.2100,12866330,0.1700,80.95,4.8700,2187.2761,USD,USD,USD
propush-cpc,AE,kadam,0.9217,0.6000,6784126,0.3217,53.62,126.3225,2182.6272,USD,USD,USD
propush-constructor,BR,clickadu,0.6262,0.4424,11841360,0.1838,41.55,41.4170,2176.4913,USD,USD,USD
propush-constructor,FR,mybid,0.7194,0.2000,4174930,0.5194,259.72,137.1229,2168.6064,USD,USD,USD
clickadu-pub-nsd,DE,clickadu,1.1730,0.9124,8307130,0.2606,28.56,340.2579,2164.6654,USD,USD,USD
propush-nsd,PH,mybid,0.4904,0.1700,6722663,0.3204,188.49,2040.4183,2154.2149,USD,USD,USD
propush-constructor,SG,galaksion,1.4458,0.6600,2723412,0.7858,119.06,57.6445,2140.0908,USD,USD,USD
clickadu-pub-nsd,DE,galaksion,1.1730,0.6900,4426451,0.4830,69.99,340.2579,2137.7599,USD,USD,USD
sv,GB,mybid,0.8500,0.1700,3116687,0.6800,400.00,10.2600,2119.3472,USD,USD,USD
propush-cpc,MW,kadam,1.8805,0.8000,1955597,1.0805,135.06,85.4048,2113.0251,USD,USD,USD
propush-tb,AU,kadam,1.7447,1.6000,14356024,0.1447,9.04,1004.8553,2076.7657,USD,USD,USD
propush-cpc,PH,inhouseads,0.7616,0.7350,78000646,0.0266,3.61,464.6350,2071.7420,USD,USD,USD
propush-constructor,AU,galaksion,2.3734,1.0500,1541742,1.3234,126.04,257.3118,2040.3703,USD,USD,USD
propush-constructor,CM,inhouseads,1.8888,1.3650,3868008,0.5238,38.37,53.3348,2025.9112,USD,USD,USD
propush-nsd,SG,kadam,0.8300,0.6000,8731533,0.2300,38.33,198.8769,2007.9714,USD,USD,USD
propush-cpc,DE,mybid,0.7360,0.2200,3862356,0.5160,234.55,275.8354,1993.0394,USD,USD,USD
sv,UA,mybid,1.0400,0.2400,2436752,0.8000,333.33,14.3000,1949.4016,USD,USD,USD
propush-tb,MY,mybid,0.6430,0.1000,3559296,0.5430,543.04,474.9046,1932.8260,USD,USD,USD
sv,DE,mybid,0.7100,0.2200,3862356,0.4900,222.73,69.4700,1892.5544,USD,USD,USD
propush-nsd,IT,inhouseads,0.6895,0.6300,31821636,0.0595,9.44,1225.2948,1892.1200,USD,USD,USD
sv2,GB,mybid,0.7600,0.1700,3116687,0.5900,347.06,87.4200,1838.8453,USD,USD,USD
propush-cpc,MW,inhouseads,1.8805,0.8400,1760037,1.0405,123.87,85.4048,1831.3208,USD,USD,USD
propush-cpc,ID,clickadu,0.5717,0.5230,37579539,0.0487,9.31,276.8899,1829.9912,USD,USD,USD
propush-nsd,FR,mybid,0.6383,0.2000,4174930,0.4383,219.15,3377.7764,1829.8391,USD,USD,USD
propush-constructor,AU,monetizer,2.3734,0.7767,1143791,1.5967,205.58,257.3118,1826.3254,USD,USD,USD
propush-cpc,CN,mybid,0.7763,0.1000,2680335,0.6763,676.31,6.9448,1812.7303,USD,USD,USD
propush-constructor,JP,mybid,0.4588,0.1000,5024392,0.3588,358.83,73.9040,1802.8814,USD,USD,USD
propush-cpc,ZA,mybid,1.1682,0.1500,1757864,1.0182,678.82,263.5769,1789.9071,USD,USD,USD
propush-cpc,AE,inhouseads,0.9217,0.6300,6105713,0.2917,46.31,126.3225,1781.1929,USD,USD,USD
clickadu-pub-nsd,MY,mybid,0.5914,0.1000,3559296,0.4914,491.39,289.1275,1748.9930,USD,USD,USD
propush-cpc,FR,galaksion,0.9340,0.6200,5509792,0.3140,50.64,627.8586,1729.9021,USD,USD,USD
propush-nsd,AU,clickadu,2.7456,1.4838,1369189,1.2618,85.04,2271.7762,1727.6597,USD,USD,USD
propush-cpc,RW,kadam,1.6884,0.7000,1743725,0.9884,141.20,99.6107,1723.5520,USD,USD,USD
propush-constructor,DE,galaksion,1.0760,0.6900,4426451,0.3860,55.94,231.7558,1708.5308,USD,USD,USD
propush-tb,PH,mybid,0.4238,0.1700,6722663,0.2538,149.28,1340.9938,1706.0569,USD,USD,USD
propush-nsd,ZW,kadam,2.4178,1.6000,2061004,0.8178,51.11,351.7976,1685.4609,USD,USD,USD
propush-cpc,UA,mybid,0.9299,0.2400,2436752,0.6899,287.48,29.6774,1681.2315,USD,USD,USD
propush-constructor,JP,galaksion,0.4588,0.2800,9269740,0.1788,63.87,73.9040,1657.6686,USD,USD,USD
propush-cpc,MY,galaksion,1.3037,1.0600,6743969,0.2437,22.99,353.6903,1643.4825,USD,USD,USD
sv,FR,kadam,0.4300,0.4000,54454888,0.0300,7.50,40.4400,1633.6466,USD,USD,USD
propush-constructor,BR,mybid,0.6262,0.1200,3217265,0.5062,421.84,41.4170,1628.6155,USD,USD,USD
propush-tb,FR,mybid,0.5899,0.2000,4174930,0.3899,194.96,2612.7949,1627.8973,USD,USD,USD
propush-cpc,TH,mybid,1.5083,0.3500,1391135,1.1583,330.95,227.0380,1611.4045,USD,USD,USD
propush-constructor,PL,clickadu,1.5017,0.9505,2921765,0.5512,57.99,34.7925,1610.4896,USD,USD,USD
sv,IQ,kadam,0.2600,0.2000,26644331,0.0600,30.00,43.1900,1598.6599,USD,USD,USD
propush-nsd,SG,inhouseads,0.8300,0.6300,7858379,0.2000,31.74,198.8769,1571.4227,USD,USD,USD
propush-cpc,ZA,galaksion,1.1682,0.8300,4561016,0.3382,40.75,263.5769,1542.6654,USD,USD,USD
propush-cpc,SE,mybid,0.7665,0.1200,2381814,0.6465,538.76,29.5845,1539.8810,USD,USD,USD
propush-nsd,ID,mybid,0.3640,0.2100,9952453,0.1540,73.32,5793.7904,1532.4863,USD,USD,USD
propush-constructor,ZA,mybid,1.0210,0.1500,1757864,0.8710,580.66,1574.6642,1531.0744,USD,USD,USD
propush-nsd,RW,kadam,1.5650,0.7000,1743725,0.8650,123.57,207.4631,1508.2873,USD,USD,USD
propush-cpc,RW,inhouseads,1.6884,0.7350,1569352,0.9534,129.72,99.6107,1496.2690,USD,USD,USD
propush-cpc,TH,galaksion,1.5083,0.9200,2500166,0.5883,63.95,227.0380,1470.9426,USD,USD,USD
propush-nsd,SG,clickadu,0.8300,0.4917,4335738,0.3382,68.79,198.8769,1466.5625,USD,USD,USD
propush-constructor,LR,kadam,3.7289,0.8000,500553,2.9289,366.11,11.7646,1466.0541,USD,USD,USD
propush-cpc,LR,kadam,3.6228,0.8000,500553,2.8228,352.85,11.5170,1412.9753,USD,USD,USD
propush-constructor,IN,mybid,0.1211,0.0600,23096176,0.0611,101.75,918.9323,1410.0556,USD,USD,USD
propush-nsd,ZW,inhouseads,2.4178,1.6800,1854903,0.7378,43.92,351.7976,1368.5221,USD,USD,USD
propush-nsd,ZA,mybid,0.9237,0.1500,1757864,0.7737,515.81,3113.7826,1360.0772,USD,USD,USD
sv2,SA,galaksion,0.6900,0.4400,5438243,0.2500,56.82,24.4500,1359.5607,USD,USD,USD
propush-constructor,DE,clickadu,1.0760,0.9124,8307130,0.1636,17.93,231.7558,1359.1303,USD,USD,USD
propush-nsd,MM,kadam,1.7296,1.6000,10475764,0.1296,8.10,1581.2210,1357.1427,USD,USD,USD
propush-constructor,MA,mybid,0.6786,0.0900,2294619,0.5886,653.94,89.8278,1350.4985,USD,USD,USD
propush-nsd,GB,clickadu,2.4141,2.1013,4271511,0.3128,14.89,9630.7756,1336.2636,USD,USD,USD
propush-tb,GB,clickadu,2.4103,2.1013,4271511,0.3090,14.70,7755.1307,1319.8373,USD,USD,USD
propush-nsd,SE,mybid,0.6710,0.1200,2381814,0.5510,459.18,220.4281,1312.4131,USD,USD,USD
propush-cpc,IT,galaksion,1.0656,0.8000,4931350,0.2656,33.20,270.5023,1309.8032,USD,USD,USD
propush-nsd,RW,inhouseads,1.5650,0.7350,1569352,0.8300,112.92,207.4631,1302.5308,USD,USD,USD
propush-constructor,LR,inhouseads,3.7289,0.8400,450497,2.8889,343.91,11.7646,1301.4268,USD,USD,USD
propush-cpc,SG,galaksion,1.1344,0.6600,2723412,0.4744,71.87,43.4907,1291.9129,USD,USD,USD
nsd,RW,kadam,1.4400,0.7000,1743725,0.7400,105.71,87.6800,1290.3565,USD,USD,USD
propush-constructor,SG,mybid,1.4458,0.1000,946629,1.3458,1345.81,57.6445,1273.9850,USD,USD,USD
propush-cpc,IT,mybid,1.0656,0.2400,1540929,0.8256,344.00,270.5023,1272.2024,USD,USD,USD
propush-cpc,TZ,kadam,0.5043,0.4000,12118441,0.1043,26.07,58.1833,1263.8721,USD,USD,USD
propush-cpc,CA,mybid,1.0019,0.2700,1721745,0.7319,271.06,61.8005,1260.0964,USD,USD,USD
propush-tb,QA,galaksion,1.5221,0.4800,1204324,1.0421,217.11,238.6246,1255.0645,USD,USD,USD
propush-cpc,LR,inhouseads,3.6228,0.8400,450497,2.7828,331.29,11.5170,1253.6559,USD,USD,USD
propush-cpc,NL,mybid,1.0319,0.2900,1687738,0.7419,255.83,103.6295,1252.1316,USD,USD,USD
propush-constructor,KG,mybid,2.1202,0.1400,630872,1.9802,1414.43,63.0737,1249.2499,USD,USD,USD
sv,MY,mybid,0.4500,0.1000,3559296,0.3500,350.00,4.6800,1245.7536,USD,USD,USD
propush-nsd,JP,mybid,0.3443,0.1000,5024392,0.2443,244.33,631.5399,1227.6260,USD,USD,USD
propush-constructor,AU,clickadu,2.3734,1.4838,1369189,0.8896,59.96,257.3118,1218.0945,USD,USD,USD
propush-nsd,RU,mybid,0.3282,0.1300,6084684,0.1982,152.48,7.7085,1206.1682,USD,USD,USD
sv,IQ,inhouseads,0.2600,0.2100,23979897,0.0500,23.81,43.1900,1198.9948,USD,USD,USD
propush-nsd,CN,mybid,0.5460,0.1000,2680335,0.4460,445.96,57.3307,1195.3090,USD,USD,USD
propush-nsd,CA,mybid,0.9639,0.2700,1721745,0.6939,257.01,1268.8168,1194.7423,USD,USD,USD
propush-constructor,SK,kadam,1.1470,0.6000,2171111,0.5470,91.17,5.9795,1187.6932,USD,USD,USD
sv,CN,mybid,0.5400,0.1000,2680335,0.4400,440.00,38.7500,1179.3474,USD,USD,USD
