account,country,advertizer_source,revenue_cpm,buy_cpm,advertizer_impressions,profit_cpm,roi_percent,profiton_galaksion_revenue,revenue_weighted_profit,profiton_currency,mybid_currency,galaksion_currency
sv,TH,galaksion,1.7000,0.9200,2500166,0.7800,84.78,40.8800,1950.1295,USD,USD,USD
clickadu-pub-nsd,CL,mybid,1.2230,0.1400,1777144,1.0830,773.54,11.8932,1924.5602,USD,USD,USD
propush-nsd,DE,mybid,1.0536,0.3300,2620110,0.7236,219.28,3609.8136,1896.0049,USD,USD,USD
clickadu-pub-nsd,DE,galaksion,1.1035,0.6900,4426451,0.4135,59.92,265.5088,1830.1359,USD,USD,USD
propush-nsd,AU,clickadu,2.4413,1.1530,1344858,1.2883,111.74,2293.5188,1732.5826,USD,USD,USD
clickadu-pub-nsd,RS,inhouseads,1.3039,0.9450,4792122,0.3589,37.97,8.6250,1719.6763,USD,USD,USD
sv,BD,mybid,0.5600,0.1000,3630975,0.4600,460.00,416.8600,1670.2485,USD,USD,USD
propush-nsd,DE,galaksion,1.0536,0.6900,4426451,0.3636,52.70,3609.8136,1609.6153,USD,USD,USD
propush-nsd,BO,galaksion,2.0243,1.0400,1624310,0.9843,94.64,1127.5774,1598.8079,USD,USD,USD
mybid-pub-sv,CN,mybid,0.5769,0.0800,3027524,0.4969,621.06,0.3744,1504.2287,USD,USD,USD
mybid-pub-sv,UA,mybid,0.6614,0.1600,2976901,0.5014,313.38,16.9777,1492.6412,USD,USD,USD
clickadu-pub-nsd,CL,galaksion,1.2230,0.5700,2252585,0.6530,114.55,11.8932,1470.8280,USD,USD,USD
sv,TH,mybid,1.7000,0.4000,1044529,1.3000,325.00,40.8800,1357.8877,USD,USD,USD
propush-nsd,AO,kadam,1.5199,1.2000,4176421,0.3199,26.65,545.5898,1335.8477,USD,USD,USD
propush-nsd,HT,kadam,2.5286,1.1000,928298,1.4286,129.88,151.5341,1326.2082,USD,USD,USD
clickadu-pub-nsd,NC,kadam,7.4023,0.2000,183335,7.2023,3601.14,1.9468,1320.4303,USD,USD,USD
clickadu-pub-nsd,NC,inhouseads,7.4023,0.2100,165001,7.1923,3424.90,1.9468,1186.7336,USD,USD,USD
propush-nsd,HT,inhouseads,2.5286,1.1550,835468,1.3736,118.93,151.5341,1147.6364,USD,USD,USD
propush-nsd,PK,galaksion,0.5235,0.3500,6539524,0.1735,49.56,1571.0075,1134.3707,USD,USD,USD
propush-nsd,GB,mybid,1.3926,0.5300,1286228,0.8626,162.75,2932.9711,1109.4362,USD,USD,USD
propush-nsd,BD,mybid,0.3974,0.1000,3630975,0.2974,297.40,2220.3839,1079.8628,USD,USD,USD
nsd,US,mybid,0.6300,0.4700,6737453,0.1600,34.04,1879.8200,1077.9925,USD,USD,USD
sv,LY,kadam,0.2000,0.1000,10550368,0.1000,100.00,14.2500,1055.0368,USD,USD,USD
sv2,BD,mybid,0.3900,0.1000,3630975,0.2900,290.00,852.3600,1052.9828,USD,USD,USD
propush-nsd,PY,kadam,0.6762,0.3000,2754437,0.3762,125.41,105.2721,1036.2658,USD,USD,USD
propush-nsd,MY,mybid,0.7452,0.2400,1962762,0.5052,210.49,968.3848,991.5316,USD,USD,USD
propush-nsd,AO,inhouseads,1.5199,1.2600,3758778,0.2599,20.62,545.5898,976.7359,USD,USD,USD
clickadu-pub-nsd,SK,kadam,0.9191,0.5000,2264764,0.4191,83.82,39.6973,949.1863,USD,USD,USD
nsd,BD,mybid,0.3500,0.1000,3630975,0.2500,250.00,395.9400,907.7437,USD,USD,USD
propush-nsd,RW,kadam,1.0441,0.5000,1664314,0.5441,108.81,327.6516,905.4728,USD,USD,USD
sv,LY,inhouseads,0.2000,0.1050,9495331,0.0950,90.48,14.2500,902.0564,USD,USD,USD
propush-nsd,PY,inhouseads,0.6762,0.3150,2478993,0.3612,114.67,105.2721,895.4542,USD,USD,USD
propush-nsd,FR,inhouseads,0.5432,0.5250,47741137,0.0182,3.47,1571.6778,870.8931,USD,USD,USD
clickadilla-sv,US,mybid,0.5961,0.4700,6737453,0.1261,26.84,171.0647,849.8478,USD,USD,USD
propush-nsd,CL,mybid,0.6104,0.1400,1777144,0.4704,335.98,375.2421,835.9084,USD,USD,USD
clickadu-pub-nsd,MM,kadam,0.9739,0.9000,10976165,0.0739,8.22,5.4882,811.6713,USD,USD,USD
clickadu-pub-nsd,SK,inhouseads,0.9191,0.5250,2038287,0.3941,75.07,39.6973,803.3102,USD,USD,USD
sv,DE,mybid,0.6300,0.3300,2620110,0.3000,90.91,94.7500,786.0330,USD,USD,USD
propush-nsd,RW,inhouseads,1.0441,0.5250,1497882,0.5191,98.87,327.6516,777.4782,USD,USD,USD
propush-nsd,TH,mybid,1.1389,0.4000,1044529,0.7389,184.71,2862.0891,771.7515,USD,USD,USD
nsd,RU,mybid,0.3000,0.1900,6333047,0.1100,57.89,371.7500,696.6352,USD,USD,USD
clickadu-pub-nsd,AU,mybid,1.1238,0.4300,1003935,0.6938,161.35,38.6296,696.5330,USD,USD,USD
clickadu-pub-nsd,KR,clickadu,0.9889,0.8390,4563742,0.1499,17.86,55.7841,684.0246,USD,USD,USD
propush-nsd,BO,mybid,2.0243,0.3600,400107,1.6643,462.31,1127.5774,665.8980,USD,USD,USD
clickadilla-sv,BD,mybid,0.2823,0.1000,3630975,0.1823,182.28,15.1907,661.8441,USD,USD,USD
clickadu-pub-nsd,KR,galaksion,0.9889,0.4400,1191764,0.5489,124.74,55.7841,654.1228,USD,USD,USD
sv2,PH,galaksion,0.5900,0.5500,16185618,0.0400,7.27,2454.5200,647.4247,USD,USD,USD
propush-nsd,NL,mybid,0.9119,0.3300,1102772,0.5819,176.34,222.8570,641.7136,USD,USD,USD
sv,RU,mybid,0.2900,0.1900,6333047,0.1000,52.63,1.7500,633.3047,USD,USD,USD
clickadilla-sv,CL,mybid,0.4945,0.1400,1777144,0.3545,253.19,3.5112,629.9487,USD,USD,USD
propush-nsd,SI,kadam,1.3300,0.6000,859669,0.7300,121.67,169.1271,627.5692,USD,USD,USD
propush-nsd,ZA,galaksion,0.9665,0.8300,4561016,0.1365,16.45,2714.1504,622.6776,USD,USD,USD
sv2,IN,mybid,0.1400,0.1100,20276351,0.0300,27.27,2847.3400,608.2905,USD,USD,USD
sv2,CL,mybid,0.4700,0.1400,1777144,0.3300,235.71,36.8500,586.4575,USD,USD,USD
sv2,PH,mybid,0.5900,0.4600,4405500,0.1300,28.26,2454.5200,572.7150,USD,USD,USD
onclicka-sv,UA,mybid,0.3511,0.1600,2976901,0.1911,119.42,9.5173,568.8150,USD,USD,USD
sv,CA,mybid,1.0600,0.5100,1012366,0.5500,107.84,27.8700,556.8013,USD,USD,USD
propush-nsd,TH,galaksion,1.1389,0.9200,2500166,0.2189,23.79,2862.0891,547.1643,USD,USD,USD
sv,CN,galaksion,1.7800,1.0500,744652,0.7300,69.52,43.2800,543.5960,USD,USD,USD
propush-nsd,SI,inhouseads,1.3300,0.6300,773702,0.7000,111.11,169.1271,541.6011,USD,USD,USD
sv,IQ,galaksion,0.4000,0.2800,4416889,0.1200,42.86,168.5300,530.0267,USD,USD,USD
propush-nsd,NP,clickadu,1.3714,0.8594,995067,0.5120,59.57,4951.9028,509.4630,USD,USD,USD
propush-nsd,NP,mybid,1.3714,0.1900,427574,1.1814,621.79,4951.9028,505.1362,USD,USD,USD
propush-nsd,IS,kadam,2.6720,0.4000,221648,2.2720,568.01,21.6997,503.5947,USD,USD,USD
propush-nsd,CA,mybid,0.9859,0.5100,1012366,0.4759,93.32,1483.6078,481.7995,USD,USD,USD
clickadilla-sv,CN,mybid,0.2368,0.0800,3027524,0.1568,196.02,0.2297,474.7715,USD,USD,USD
clickadu-pub-nsd,MY,mybid,0.4794,0.2400,1962762,0.2394,99.75,725.9736,469.9038,USD,USD,USD
propush-nsd,IS,inhouseads,2.6720,0.4200,199483,2.2520,536.20,21.6997,449.2451,USD,USD,USD
clickadu-pub-nsd,PY,kadam,0.4630,0.3000,2754437,0.1630,54.32,1.2250,448.8712,USD,USD,USD
propush-nsd,BO,clickadu,2.0243,1.1780,522760,0.8463,71.84,1127.5774,442.4059,USD,USD,USD
nsd,PH,mybid,0.5600,0.4600,4405500,0.1000,21.74,898.7800,440.5500,USD,USD,USD
clickadu-pub-nsd,NL,mybid,0.7288,0.3300,1102772,0.3988,120.85,17.8282,439.7987,USD,USD,USD
propush-nsd,MZ,galaksion,2.6224,1.0000,270096,1.6224,162.24,616.3755,438.2114,USD,USD,USD
propush-nsd,BG,mybid,1.3843,0.2500,384792,1.1343,453.73,928.0471,436.4830,USD,USD,USD
propush-nsd,KW,kadam,0.5215,0.4000,3503456,0.1215,30.37,129.9564,425.6212,USD,USD,USD
clickadu-pub-nsd,CL,clickadu,1.2230,0.7022,805280,0.5207,74.15,11.8932,419.3328,USD,USD,USD
propush-nsd,LR,kadam,0.8884,0.4000,853684,0.4884,122.11,48.4464,416.9565,USD,USD,USD
clickadu-pub-nsd,BD,mybid,0.2140,0.1000,3630975,0.1140,113.97,297.8845,413.8098,USD,USD,USD
nsd,IN,mybid,0.1300,0.1100,20276351,0.0200,18.18,1676.8400,405.5270,USD,USD,USD
clickadu-pub-nsd,SG,mybid,0.6485,0.1500,800930,0.4985,332.31,21.2760,399.2322,USD,USD,USD
clickadu-pub-nsd,MZ,galaksion,2.4652,1.0000,270096,1.4652,146.52,136.2278,395.7368,USD,USD,USD
clickadilla-sv,FR,mybid,0.5900,0.4200,2313324,0.1700,40.47,31.0352,393.1899,USD,USD,USD
sv,NP,mybid,1.0900,0.1900,427574,0.9000,473.68,541.1400,384.8166,USD,USD,USD
propush-nsd,NA,kadam,1.3381,0.7000,596963,0.6381,91.16,79.7973,380.9463,USD,USD,USD
propush-nsd,PR,kadam,0.7242,0.5000,1657421,0.2242,44.85,40.9392,371.6405,USD,USD,USD
clickadu-pub-nsd,VE,kadam,0.3304,0.3000,12223962,0.0304,10.12,1.7443,371.1176,USD,USD,USD
clickadu-pub-nsd,CL,kadam,1.2230,1.2000,16014274,0.0230,1.91,11.8932,367.5461,USD,USD,USD
clickadu-pub-nsd,PY,inhouseads,0.4630,0.3150,2478993,0.1480,46.97,1.2250,366.7991,USD,USD,USD
propush-nsd,LR,inhouseads,0.8884,0.4200,768315,0.4684,111.53,48.4464,359.8943,USD,USD,USD
clickadu-pub-nsd,RS,galaksion,1.3039,0.7800,682704,0.5239,67.16,8.6250,357.6378,USD,USD,USD
mybid-pub-sv,BD,mybid,0.1978,0.1000,3630975,0.0978,97.77,33.6743,355.0183,USD,USD,USD
propush-nsd,VN,mybid,0.3606,0.1300,1521322,0.2306,177.36,3030.5842,350.7603,USD,USD,USD
clickadu-pub-nsd,GB,mybid,0.8003,0.5300,1286228,0.2703,50.99,194.0359,347.6205,USD,USD,USD
clickadu-pub-nsd,SC,kadam,1.5809,0.2000,251235,1.3809,690.44,0.4632,346.9272,USD,USD,USD
propush-nsd,ZA,mybid,0.9665,0.2500,477862,0.7165,286.61,2714.1504,342.3985,USD,USD,USD
propush-nsd,MX,clickadu,0.5075,0.4364,4802965,0.0711,16.28,3042.4994,341.3174,USD,USD,USD
sv2,BR,mybid,0.3600,0.1600,1704783,0.2000,125.00,908.8900,340.9566,USD,USD,USD
sv2,US,mybid,0.5200,0.4700,6737453,0.0500,10.64,1357.4500,336.8727,USD,USD,USD
propush-nsd,NO,kadam,1.0439,0.9000,2279801,0.1439,15.99,84.4100,328.0995,USD,USD,USD
sv2,PK,galaksion,0.4000,0.3500,6539524,0.0500,14.29,99.2500,326.9762,USD,USD,USD
propush-nsd,NA,inhouseads,1.3381,0.7350,537266,0.6031,82.06,79.7973,324.0469,USD,USD,USD
propush-nsd,ZW,galaksion,2.7268,1.1500,203511,1.5768,137.12,447.3842,320.9039,USD,USD,USD
propush-nsd,KW,inhouseads,0.5215,0.4200,3153110,0.1015,24.16,129.9564,319.9968,USD,USD,USD
clickadu-pub-nsd,SC,inhouseads,1.5809,0.2100,226111,1.3709,652.80,0.4632,309.9727,USD,USD,USD
propush-nsd,GT,kadam,0.1569,0.1000,5300867,0.0569,56.85,50.3028,301.3575,USD,USD,USD
propush-nsd,PR,inhouseads,0.7242,0.5250,1491678,0.1992,37.95,40.9392,297.1843,USD,USD,USD
sv2,NP,mybid,0.8800,0.1900,427574,0.6900,363.16,680.3200,295.0261,USD,USD,USD
propush-nsd,KZ,mybid,0.6617,0.1400,560307,0.5217,372.64,193.7928,292.3085,USD,USD,USD
nsd,BR,mybid,0.3300,0.1600,1704783,0.1700,106.25,567.3400,289.8131,USD,USD,USD
sv,BD,clickadu,0.5600,0.5004,4836888,0.0596,11.91,416.8600,288.3414,USD,USD,USD
clickadu-pub-nsd,MM,inhouseads,0.9739,0.9450,9878548,0.0289,3.06,5.4882,285.9695,USD,USD,USD
propush-nsd,FR,mybid,0.5432,0.4200,2313324,0.1232,29.34,1571.6778,285.0986,USD,USD,USD
nsd,CL,mybid,0.3000,0.1400,1777144,0.1600,114.29,20.6900,284.3430,USD,USD,USD
propush-nsd,MX,mybid,0.5075,0.2200,979321,0.2875,130.67,3042.4994,281.5390,USD,USD,USD
propush-nsd,NP,adsterra,1.3714,1.2534,2364149,0.1180,9.42,4951.9028,279.0491,USD,USD,USD
propush-nsd,GB,galaksion,1.3926,1.3400,5207877,0.0526,3.92,2932.9711,273.6749,USD,USD,USD
propush-nsd,LU,kadam,1.3314,0.6000,371813,0.7314,121.90,17.0035,271.9495,USD,USD,USD
sv2,UA,mybid,0.2500,0.1600,2976901,0.0900,56.25,7.2400,267.9211,USD,USD,USD
propush-nsd,MM,clickadu,1.5572,1.2018,708928,0.3554,29.58,2010.9132,251.9761,USD,USD,USD
propush-nsd,GT,inhouseads,0.1569,0.1050,4770780,0.0519,49.38,50.3028,247.3679,USD,USD,USD
propush-nsd,GA,kadam,1.2669,0.8000,529555,0.4669,58.36,38.0522,247.2429,USD,USD,USD
propush-nsd,BR,mybid,0.3007,0.1600,1704783,0.1407,87.95,1480.4645,239.9093,USD,USD,USD
sv,BR,mybid,0.3000,0.1600,1704783,0.1400,87.50,15.1500,238.6696,USD,USD,USD
sv2,SG,clickadu,0.3000,0.2590,5816955,0.0410,15.83,4.5700,238.4486,USD,USD,USD
sv,UA,mybid,0.2400,0.1600,2976901,0.0800,50.00,3.0800,238.1521,USD,USD,USD
propush-nsd,LU,inhouseads,1.3314,0.6300,334631,0.7014,111.34,17.0035,234.7151,USD,USD,USD
sv,NP,clickadu,1.0900,0.8594,995067,0.2306,26.83,541.1400,229.4505,USD,USD,USD
sv,VN,mybid,0.2800,0.1300,1521322,0.1500,115.38,31.3200,228.1983,USD,USD,USD
sv,KR,galaksion,0.6300,0.4400,1191764,0.1900,43.18,68.8500,226.4352,USD,USD,USD
propush-nsd,IT,mybid,0.5699,0.3600,1051139,0.2099,58.32,951.9079,220.6760,USD,USD,USD
propush-nsd,PK,mybid,0.5235,0.1700,617078,0.3535,207.92,1571.0075,218.1147,USD,USD,USD
propush-nsd,AO,mybid,1.5199,0.2100,161876,1.3099,623.74,545.5898,212.0340,USD,USD,USD
sv2,DE,mybid,0.4100,0.3300,2620110,0.0800,24.24,321.8400,209.6088,USD,USD,USD
sv2,MA,mybid,0.4800,0.1100,565625,0.3700,336.36,249.8900,209.2812,USD,USD,USD
clickadu-pub-nsd,KR,mybid,0.9889,0.6800,677242,0.3089,45.42,55.7841,209.1793,USD,USD,USD
clickadu-pub-nsd,BO,mybid,0.8775,0.3600,400107,0.5175,143.74,1.7172,207.0416,USD,USD,USD
clickadu-pub-nsd,GU,kadam,1.0796,0.3000,265145,0.7796,259.88,0.3077,206.7201,USD,USD,USD
propush-nsd,HT,galaksion,2.5286,0.8300,120375,1.6986,204.66,151.5341,204.4744,USD,USD,USD
propush-nsd,GA,inhouseads,1.2669,0.8400,476599,0.4269,50.82,38.0522,203.4544,USD,USD,USD
propush-nsd,NO,inhouseads,1.0439,0.9450,2051820,0.0989,10.47,84.4100,202.9575,USD,USD,USD
clickadu-pub-nsd,MT,kadam,0.7155,0.3000,485827,0.4155,138.49,2.1285,201.8427,USD,USD,USD
clickadilla-sv,AU,mybid,0.6227,0.4300,1003935,0.1927,44.81,17.6578,193.4534,USD,USD,USD
sv,NL,mybid,0.5000,0.3300,1102772,0.1700,51.52,9.9800,187.4712,USD,USD,USD
clickadu-pub-nsd,RS,mybid,1.3039,0.1200,157731,1.1839,986.55,8.6250,186.7306,USD,USD,USD
propush-nsd,HT,adsterra,2.5286,0.7505,103245,1.7782,236.93,151.5341,183.5857,USD,USD,USD
clickadu-pub-nsd,GU,inhouseads,1.0796,0.3150,238630,0.7646,242.75,0.3077,182.4682,USD,USD,USD
propush-nsd,MA,mybid,0.4286,0.1100,565625,0.3186,289.66,646.9658,180.2241,USD,USD,USD
propush-nsd,RE,kadam,0.5141,0.3000,838903,0.2141,71.38,16.8309,179.6420,USD,USD,USD
propush-nsd,PA,mybid,0.5467,0.1200,419257,0.4267,355.55,90.2704,178.8827,USD,USD,USD
propush-nsd,ID,clickadu,0.5603,0.5541,28392603,0.0062,1.12,7233.0347,176.8964,USD,USD,USD
propush-nsd,PH,mybid,0.5000,0.4600,4405500,0.0400,8.70,2382.0541,176.2682,USD,USD,USD
clickadu-pub-nsd,VE,galaksion,0.3304,0.2100,1455626,0.1204,57.31,1.7443,175.1989,USD,USD,USD
clickadu-pub-nsd,MT,inhouseads,0.7155,0.3150,437244,0.4005,127.13,2.1285,175.0997,USD,USD,USD
propush-nsd,AL,kadam,0.4895,0.4000,1942818,0.0895,22.38,170.6639,173.9159,USD,USD,USD
nsd,CA,mybid,0.6800,0.5100,1012366,0.1700,33.33,263.6300,172.1022,USD,USD,USD
sv,MA,mybid,0.4100,0.1100,565625,0.3000,272.73,67.5500,169.6875,USD,USD,USD
clickadu-pub-nsd,VE,inhouseads,0.3304,0.3150,11001565,0.0154,4.88,1.7443,168.9824,USD,USD,USD
sv2,VN,mybid,0.2400,0.1300,1521322,0.1100,84.62,123.8100,167.3454,USD,USD,USD
sv,GB,mybid,0.6600,0.5300,1286228,0.1300,24.53,14.9500,167.2096,USD,USD,USD
nsd,PH,galaksion,0.5600,0.5500,16185618,0.0100,1.82,898.7800,161.8562,USD,USD,USD
clickadu-pub-nsd,CL,adsterra,1.2230,1.0329,845265,0.1901,18.40,11.8932,160.6681,USD,USD,USD
propush-nsd,AO,galaksion,1.5199,0.8700,244835,0.6499,74.70,545.5898,159.1072,USD,USD,USD
clickadilla-sv,DE,mybid,0.3906,0.3300,2620110,0.0606,18.37,75.8582,158.7913,USD,USD,USD
clickadu-pub-nsd,VN,mybid,0.2333,0.1300,1521322,0.1033,79.47,2152.3289,157.1774,USD,USD,USD
nsd,MY,mybid,0.3200,0.2400,1962762,0.0800,33.33,22.0700,157.0210,USD,USD,USD
clickadilla-sv,VN,mybid,0.2324,0.1300,1521322,0.1024,78.78,10.6344,155.8077,USD,USD,USD
propush-nsd,GY,kadam,0.2883,0.1000,820218,0.1883,188.30,8.0295,154.4475,USD,USD,USD
propush-nsd,SY,galaksion,0.3479,0.1900,973125,0.1579,83.12,340.0546,153.6752,USD,USD,USD
propush-nsd,CI,mybid,1.0674,0.6200,336196,0.4474,72.17,814.4396,150.4219,USD,USD,USD
propush-nsd,RE,inhouseads,0.5141,0.3150,755012,0.1991,63.22,16.8309,150.3524,USD,USD,USD
sv2,ES,mybid,0.4800,0.3100,884271,0.1700,54.84,260.4800,150.3261,USD,USD,USD
propush-nsd,MM,galaksion,1.5572,1.2500,487741,0.3072,24.58,2010.9132,149.8480,USD,USD,USD
nsd,NP,mybid,0.5400,0.1900,427574,0.3500,184.21,101.7900,149.6509,USD,USD,USD
nsd,UA,mybid,0.2100,0.1600,2976901,0.0500,31.25,13.2700,148.8450,USD,USD,USD
propush-nsd,AO,adsterra,1.5199,1.2513,553762,0.2686,21.46,545.5898,148.7253,USD,USD,USD
propush-nsd,BY,mybid,0.4798,0.1200,409915,0.3598,299.82,27.7965,147.4826,USD,USD,USD
mybid-pub-sv,SG,clickadu,0.2844,0.2590,5816955,0.0253,9.79,1.0220,147.4413,USD,USD,USD
nsd,MA,mybid,0.3700,0.1100,565625,0.2600,236.36,140.1100,147.0625,USD,USD,USD
clickadilla-sv,PA,mybid,0.4693,0.1200,419257,0.3493,291.05,1.2595,146.4303,USD,USD,USD
propush-nsd,AE,mybid,0.5940,0.1000,295768,0.4940,494.02,238.1624,146.1168,USD,USD,USD
propush-nsd,KE,galaksion,0.6820,0.5700,1294254,0.1120,19.65,589.3267,144.9548,USD,USD,USD
propush-nsd,TW,mybid,0.8515,0.3500,287504,0.5015,143.29,894.2413,144.1905,USD,USD,USD
clickadu-pub-nsd,VE,clickadu,0.3304,0.2344,1494693,0.0960,40.95,1.7443,143.4499,USD,USD,USD
sv2,PK,mybid,0.4000,0.1700,617078,0.2300,135.29,99.2500,141.9279,USD,USD,USD
sv2,ZA,mybid,0.5400,0.2500,477862,0.2900,116.00,49.4700,138.5800,USD,USD,USD
sv,IQ,mybid,0.4000,0.1000,460835,0.3000,300.00,168.5300,138.2505,USD,USD,USD
propush-nsd,MK,kadam,0.4221,0.3000,1109665,0.1221,40.71,18.2371,135.5288,USD,USD,USD
propush-nsd,GY,inhouseads,0.2883,0.1050,738196,0.1833,174.57,8.0295,135.3117,USD,USD,USD
propush-nsd,DE,inhouseads,1.0536,1.0500,36959089,0.0036,0.35,3609.8136,134.3694,USD,USD,USD
clickadu-pub-nsd,GP,kadam,0.7289,0.4000,406326,0.3289,82.23,0.7639,133.6456,USD,USD,USD
mybid-pub-sv,CL,mybid,0.2142,0.1400,1777144,0.0742,53.00,1.7710,131.8587,USD,USD,USD
clickadilla-sv,NL,mybid,0.4491,0.3300,1102772,0.1191,36.09,10.4811,131.3419,USD,USD,USD
sv,PK,galaksion,0.3700,0.3500,6539524,0.0200,5.71,150.2700,130.7905,USD,USD,USD
propush-nsd,MZ,mybid,2.6224,0.7400,69393,1.8824,254.38,616.3755,130.6273,USD,USD,USD
sv2,PH,clickadu,0.5900,0.5750,8696968,0.0150,2.61,2454.5200,130.3676,USD,USD,USD
propush-nsd,BN,kadam,0.4492,0.3000,863585,0.1492,49.74,22.4403,128.8557,USD,USD,USD
clickadu-pub-nsd,SE,mybid,0.6003,0.2200,336849,0.3803,172.85,6.2770,128.0928,USD,USD,USD
propush-nsd,SG,clickadu,0.2810,0.2590,5816955,0.0220,8.49,590.5406,127.9318,USD,USD,USD
propush-nsd,AL,galaksion,0.4895,0.1900,424422,0.2995,157.64,170.6639,127.1217,USD,USD,USD
clickadilla-sv,ES,mybid,0.4535,0.3100,884271,0.1435,46.28,20.5356,126.8530,USD,USD,USD
clickadilla-sv,BO,mybid,0.6727,0.3600,400107,0.3127,86.87,1.2984,125.1232,USD,USD,USD
propush-nsd,MR,galaksion,1.2140,0.7600,275307,0.4540,59.74,138.3929,124.9965,USD,USD,USD
sv,PK,mybid,0.3700,0.1700,617078,0.2000,117.65,150.2700,123.4156,USD,USD,USD
