account,country,advertizer_source,revenue_cpm,buy_cpm,advertizer_impressions,profit_cpm,roi_percent,profiton_galaksion_revenue,revenue_weighted_profit,profiton_currency,mybid_currency,galaksion_currency
propush-constructor,AU,inhouseads,3.0273,1.5750,13334437,1.4523,92.21,224.0102,19365.4436,USD,USD,USD
propush-cpc,US,galaksion,2.1702,1.2800,21557396,0.8902,69.55,824.1712,19191.3077,USD,USD,USD
sv,TH,kadam,1.5900,1.1000,37027060,0.4900,44.55,78.0300,18143.2594,USD,USD,USD
propush-constructor,US,mybid,2.9478,0.4500,7069483,2.4978,555.06,602.9253,17657.8479,USD,USD,USD
propush-cpc,MM,kadam,2.8189,1.3000,11249449,1.5189,116.83,957.8380,17086.2653,USD,USD,USD
propush-cpc,FR,kadam,0.8336,0.5000,50817006,0.3336,66.72,310.9432,16953.0571,USD,USD,USD
propush-cpc,TH,kadam,1.5177,1.1000,37027060,0.4177,37.97,530.2297,15464.4297,USD,USD,USD
propush-cpc,MM,inhouseads,2.8189,1.3650,10124504,1.4539,106.51,957.8380,14719.5459,USD,USD,USD
sv,TH,inhouseads,1.5900,1.1550,33324354,0.4350,37.66,78.0300,14496.0940,USD,USD,USD
propush-cpc,FR,inhouseads,0.8336,0.5250,45735305,0.3086,58.78,310.9432,14114.3686,USD,USD,USD
propush-cpc,US,mybid,2.1702,0.4500,7069483,1.7202,382.28,824.1712,12161.2243,USD,USD,USD
propush-cpc,TH,inhouseads,1.5177,1.1550,33324354,0.3627,31.40,530.2297,12085.1472,USD,USD,USD
propush-cpc,NG,kadam,1.1763,0.9000,42806360,0.2763,30.70,462.2876,11828.0974,USD,USD,USD
propush-cpc,GB,galaksion,3.3563,1.3400,5207877,2.0163,150.47,842.9618,10500.8561,USD,USD,USD
propush-cpc,AU,galaksion,6.9927,1.0500,1541742,5.9427,565.97,522.6569,9162.1426,USD,USD,USD
clickadu-pub-nsd,DE,kadam,1.2170,1.0000,41830407,0.2170,21.70,251.0818,9075.4906,USD,USD,USD
propush-nsd,ID,galaksion,0.5000,0.3800,75236121,0.1200,31.58,6608.2493,9028.0172,USD,USD,USD
propush-cpc,NG,inhouseads,1.1763,0.9450,38525724,0.2313,24.48,462.2876,8911.6301,USD,USD,USD
propush-cpc,AU,clickadu,6.9927,0.9669,1396681,6.0258,623.19,522.6569,8416.1204,USD,USD,USD
clickadu-pub-nsd,BQ,kadam,94.3088,0.2000,89249,94.1088,47054.41,3.2065,8399.1184,USD,USD,USD
propush-constructor,ID,clickadu,0.7701,0.5239,32142533,0.2462,47.00,1944.3959,7913.5525,USD,USD,USD
propush-constructor,ES,kadam,1.0810,0.7000,20212147,0.3810,54.43,29.0903,7701.2510,USD,USD,USD
clickadu-pub-nsd,BQ,inhouseads,94.3088,0.2100,80324,94.0988,44808.96,3.2065,7558.3939,USD,USD,USD
propush-tb,DE,kadam,1.1684,1.0000,41830407,0.1684,16.84,4249.8800,7045.1838,USD,USD,USD
propush-nsd,DE,kadam,1.1649,1.0000,41830407,0.1649,16.49,4569.2397,6896.9003,USD,USD,USD
propush-nsd,GB,kadam,2.3928,2.2000,34942687,0.1928,8.77,5430.7581,6738.1928,USD,USD,USD
propush-nsd,AU,kadam,1.9399,1.5000,14816042,0.4399,29.33,1760.1229,6517.9446,USD,USD,USD
propush-cpc,AU,mybid,6.9927,0.5000,988132,6.4927,1298.54,522.6569,6415.6654,USD,USD,USD
propush-constructor,ES,inhouseads,1.0810,0.7350,18190932,0.3460,47.08,29.0903,6294.4431,USD,USD,USD
clickadu-pub-nsd,DE,inhouseads,1.2170,1.0500,37647366,0.1670,15.90,251.0818,6285.5732,USD,USD,USD
propush-cpc,PH,galaksion,0.9349,0.5500,16185618,0.3849,69.99,559.3559,6230.4668,USD,USD,USD
propush-cpc,DE,kadam,1.1483,1.0000,41830407,0.1483,14.83,288.1433,6203.7100,USD,USD,USD
propush-nsd,GB,galaksion,2.3928,1.3400,5207877,1.0528,78.57,5430.7581,5483.0381,USD,USD,USD
propush-tb,NP,galaksion,1.2931,0.5900,7429208,0.7031,119.16,3989.4367,5223.1262,USD,USD,USD
clickadilla-sv,FR,kadam,0.6027,0.5000,50817006,0.1027,20.55,31.3782,5220.5436,USD,USD,USD
propush-nsd,NP,galaksion,1.2541,0.5900,7429208,0.6641,112.55,4906.7560,4933.4954,USD,USD,USD
propush-tb,GB,galaksion,2.2752,1.3400,5207877,0.9352,69.79,4549.9612,4870.6386,USD,USD,USD
propush-nsd,AU,inhouseads,1.9399,1.5750,13334437,0.3649,23.17,1760.1229,4866.0671,USD,USD,USD
propush-cpc,NO,kadam,3.2919,1.1000,2197179,2.1919,199.26,28.8861,4815.9058,USD,USD,USD
propush-cpc,SG,kadam,0.9138,0.6000,15227309,0.3138,52.30,90.5481,4777.9956,USD,USD,USD
propush-nsd,US,mybid,1.1149,0.4500,7069483,0.6649,147.75,2377.1590,4700.3234,USD,USD,USD
propush-cpc,NP,galaksion,1.2135,0.5900,7429208,0.6235,105.68,470.8704,4632.0119,USD,USD,USD
sv,CN,mybid,1.6100,0.1000,3026537,1.5100,1510.00,40.1100,4570.0709,USD,USD,USD
propush-cpc,VE,kadam,0.5177,0.2000,14145785,0.3177,158.86,44.0166,4494.3274,USD,USD,USD
clickadu-pub-nsd,NL,kadam,1.8672,1.4000,9544593,0.4672,33.37,30.5844,4459.0381,USD,USD,USD
propush-tb,DE,inhouseads,1.1684,1.0500,37647366,0.1184,11.28,4249.8800,4458.2971,USD,USD,USD
propush-nsd,DE,inhouseads,1.1649,1.0500,37647366,0.1149,10.94,4569.2397,4324.8419,USD,USD,USD
propush-cpc,GB,clickadu,3.3563,2.2800,3984252,1.0763,47.21,842.9618,4288.3024,USD,USD,USD
propush-cpc,NO,inhouseads,3.2919,1.1550,1977461,2.1369,185.01,28.8861,4225.5547,USD,USD,USD
propush-cpc,HT,kadam,4.9758,1.0000,1049340,3.9758,397.58,167.4113,4171.9819,USD,USD,USD
propush-cpc,ID,clickadu,0.6513,0.5239,32142533,0.1274,24.32,431.4491,4094.6309,USD,USD,USD
propush-constructor,CA,galaksion,2.0176,1.2300,5027422,0.7876,64.03,76.3925,3959.6063,USD,USD,USD
propush-constructor,ID,mybid,0.7701,0.3400,9204233,0.4301,126.49,1944.3959,3958.4083,USD,USD,USD
propush-cpc,VE,inhouseads,0.5177,0.2100,12731206,0.3077,146.53,44.0166,3917.5824,USD,USD,USD
propush-cpc,SG,inhouseads,0.9138,0.6300,13704578,0.2838,45.04,90.5481,3889.0586,USD,USD,USD
clickadu-pub-nsd,DE,clickadu,1.2170,0.8026,9266304,0.4144,51.63,251.0818,3839.6707,USD,USD,USD
propush-cpc,IL,kadam,2.0728,1.3000,4898977,0.7728,59.45,29.9165,3785.8668,USD,USD,USD
clickadu-pub-nsd,SG,kadam,0.8458,0.6000,15227309,0.2458,40.96,17.8290,3742.5374,USD,USD,USD
propush-cpc,HT,inhouseads,4.9758,1.0500,944406,3.9258,373.89,167.4113,3707.5634,USD,USD,USD
propush-cpc,DE,inhouseads,1.1483,1.0500,37647366,0.0983,9.36,288.1433,3700.9706,USD,USD,USD
propush-constructor,GB,galaksion,2.0267,1.3400,5207877,0.6867,51.25,37.8350,3576.4045,USD,USD,USD
propush-cpc,GB,mybid,3.3563,0.5900,1286433,2.7663,468.87,842.9618,3558.7124,USD,USD,USD
clickadilla-sv,FR,inhouseads,0.6027,0.5250,45735305,0.0777,14.81,31.3782,3555.1065,USD,USD,USD
propush-cpc,SG,clickadu,0.9138,0.3202,5926969,0.5935,185.35,90.5481,3517.9469,USD,USD,USD
propush-cpc,AE,kadam,1.3754,0.9000,7185909,0.4754,52.82,148.1501,3416.1067,USD,USD,USD
clickadu-pub-nsd,NL,inhouseads,1.8672,1.4700,8590133,0.3972,27.02,30.5844,3411.8246,USD,USD,USD
propush-tb,DE,clickadu,1.1684,0.8026,9266304,0.3658,45.58,4249.8800,3389.9156,USD,USD,USD
propush-nsd,DE,clickadu,1.1649,0.8026,9266304,0.3623,45.14,4569.2397,3357.0677,USD,USD,USD
propush-cpc,IT,galaksion,1.4627,0.8000,4931350,0.6627,82.84,488.7752,3268.1695,USD,USD,USD
propush-cpc,CN,mybid,1.1683,0.1000,3026537,1.0683,1068.29,12.7916,3233.2098,USD,USD,USD
propush-cpc,DE,clickadu,1.1483,0.8026,9266304,0.3457,43.08,288.1433,3203.5117,USD,USD,USD
propush-constructor,NP,galaksion,1.0161,0.5900,7429208,0.4261,72.23,446.4488,3165.8926,USD,USD,USD
propush-tb,ID,galaksion,0.4220,0.3800,75236121,0.0420,11.06,4232.4042,3160.7271,USD,USD,USD
propush-tb,RU,mybid,0.6906,0.1400,5671589,0.5506,393.31,21.2763,3122.9570,USD,USD,USD
propush-cpc,IL,inhouseads,2.0728,1.3650,4409079,0.7078,51.85,29.9165,3120.6898,USD,USD,USD
propush-constructor,RU,mybid,0.6902,0.1400,5671589,0.5502,393.01,0.1670,3120.5779,USD,USD,USD
clickadu-pub-nsd,SG,clickadu,0.8458,0.3202,5926969,0.5255,164.12,17.8290,3114.9126,USD,USD,USD
clickadu-pub-nsd,LB,kadam,1.1376,0.5000,4811491,0.6376,127.51,9.8377,3067.6593,USD,USD,USD
propush-nsd,RU,mybid,0.6793,0.1400,5671589,0.5393,385.18,25.8165,3058.4414,USD,USD,USD
propush-constructor,AU,galaksion,3.0273,1.0500,1541742,1.9773,188.31,224.0102,3048.4680,USD,USD,USD
propush-cpc,MZ,kadam,4.2887,3.1000,2542465,1.1887,38.35,121.2763,3022.2673,USD,USD,USD
propush-cpc,PR,kadam,2.4866,0.5000,1520279,1.9866,397.32,32.8079,3020.1564,USD,USD,USD
propush-cpc,PH,kadam,0.9349,0.9000,86223181,0.0349,3.88,559.3559,3012.5046,USD,USD,USD
clickadu-pub-nsd,SG,inhouseads,0.8458,0.6300,13704578,0.2158,34.25,17.8290,2957.1463,USD,USD,USD
propush-constructor,MM,kadam,1.5560,1.3000,11249449,0.2560,19.69,93.8270,2879.6137,USD,USD,USD
propush-constructor,AU,clickadu,3.0273,0.9669,1396681,2.0604,213.09,224.0102,2877.6755,USD,USD,USD
propush-cpc,ID,mybid,0.6513,0.3400,9204233,0.3113,91.54,431.4491,2864.8341,USD,USD,USD
propush-cpc,ZW,kadam,3.2978,1.8000,1906069,1.4978,83.21,147.7950,2854.9426,USD,USD,USD
propush-cpc,MY,galaksion,1.4812,1.0600,6743969,0.4212,39.73,413.5400,2840.3640,USD,USD,USD
propush-constructor,CN,mybid,1.0270,0.1000,3026537,0.9270,927.00,1.0578,2805.6054,USD,USD,USD
propush-cpc,AE,inhouseads,1.3754,0.9450,6467318,0.4304,45.54,148.1501,2783.4667,USD,USD,USD
propush-cpc,RU,mybid,0.6285,0.1400,5671589,0.4885,348.94,4.3732,2770.6333,USD,USD,USD
propush-cpc,PR,inhouseads,2.4866,0.5250,1368251,1.9616,373.63,32.8079,2683.9343,USD,USD,USD
clickadu-pub-nsd,LB,inhouseads,1.1376,0.5250,4330341,0.6126,116.68,9.8377,2652.6343,USD,USD,USD
propush-constructor,IT,kadam,0.6774,0.6000,34147558,0.0774,12.91,119.4598,2644.2599,USD,USD,USD
propush-cpc,NL,kadam,1.6766,1.4000,9544593,0.2766,19.76,104.1075,2640.1427,USD,USD,USD
propush-tb,GB,kadam,2.2752,2.2000,34942687,0.0752,3.42,4549.9612,2629.2466,USD,USD,USD
propush-nsd,GB,inhouseads,2.3928,2.3100,31448418,0.0828,3.59,5430.7581,2605.0475,USD,USD,USD
propush-cpc,PH,mybid,0.9349,0.3800,4544932,0.5549,146.04,559.3559,2522.1575,USD,USD,USD
propush-constructor,AU,mybid,3.0273,0.5000,988132,2.5273,505.46,224.0102,2497.2942,USD,USD,USD
propush-nsd,CN,mybid,0.9250,0.1000,3026537,0.8250,824.97,207.3366,2496.8138,USD,USD,USD
propush-tb,CN,mybid,0.9119,0.1000,3026537,0.8119,811.92,193.4872,2457.3141,USD,USD,USD
propush-cpc,ZW,inhouseads,3.2978,1.8900,1715462,1.4078,74.49,147.7950,2415.0566,USD,USD,USD
propush-cpc,IT,clickadu,1.4627,0.7679,3466434,0.6948,90.48,488.7752,2408.4999,USD,USD,USD
clickadu-pub-nsd,DE,mybid,1.2170,0.3300,2706020,0.8870,268.78,251.0818,2400.1293,USD,USD,USD
propush-constructor,BO,mybid,2.0193,0.1300,1255217,1.8893,1453.31,170.8800,2371.4928,USD,USD,USD
propush-cpc,MZ,inhouseads,4.2887,3.2550,2288218,1.0337,31.76,121.2763,2365.3662,USD,USD,USD
propush-cpc,ZA,galaksion,1.3466,0.8300,4561016,0.5166,62.24,468.0783,2356.2406,USD,USD,USD
propush-cpc,GH,kadam,1.0541,0.7000,6594520,0.3541,50.58,53.3685,2335.0413,USD,USD,USD
clickadu-pub-nsd,DE,galaksion,1.2170,0.6900,4426451,0.5270,76.37,251.0818,2332.5590,USD,USD,USD
clickadu-pub-nsd,UA,mybid,1.1657,0.1800,2365376,0.9857,547.62,465.6900,2331.5778,USD,USD,USD
propush-nsd,GB,mybid,2.3928,0.5900,1286433,1.8028,305.57,5430.7581,2319.2272,USD,USD,USD
sv2,CN,mybid,0.8600,0.1000,3026537,0.7600,760.00,201.1000,2300.1681,USD,USD,USD
propush-tb,DE,mybid,1.1684,0.3300,2706020,0.8384,254.07,4249.8800,2268.7882,USD,USD,USD
propush-nsd,DE,mybid,1.1649,0.3300,2706020,0.8349,252.99,4569.2397,2259.1957,USD,USD,USD
nsd,CN,mybid,0.8400,0.1000,3026537,0.7400,740.00,244.2400,2239.6374,USD,USD,USD
clickadu-pub-nsd,CN,mybid,0.8380,0.1000,3026537,0.7380,738.04,3.4083,2233.6989,USD,USD,USD
sv2,NP,galaksion,0.8900,0.5900,7429208,0.3000,50.85,632.7400,2228.7624,USD,USD,USD
propush-cpc,PH,clickadu,0.9349,0.6731,8494041,0.2618,38.89,559.3559,2223.7608,USD,USD,USD
propush-cpc,DE,mybid,1.1483,0.3300,2706020,0.8183,247.97,288.1433,2214.3530,USD,USD,USD
propush-cpc,AU,monetizer,6.9927,1.5177,402339,5.4750,360.73,522.6569,2202.8005,USD,USD,USD
propush-tb,GB,mybid,2.2752,0.5900,1286433,1.6852,285.63,4549.9612,2167.9542,USD,USD,USD
propush-cpc,BO,mybid,1.8524,0.1300,1255217,1.7224,1324.93,121.1682,2162.0022,USD,USD,USD
propush-cpc,SE,kadam,1.3461,0.9000,4838754,0.4461,49.57,53.1825,2158.5051,USD,USD,USD
clickadu-pub-nsd,RU,mybid,0.5171,0.1400,5671589,0.3771,269.37,11.2205,2138.8775,USD,USD,USD
propush-tb,DE,galaksion,1.1684,0.6900,4426451,0.4784,69.34,4249.8800,2117.7140,USD,USD,USD
propush-constructor,ZW,kadam,2.9090,1.8000,1906069,1.1090,61.61,56.0998,2113.8072,USD,USD,USD
propush-nsd,DE,galaksion,1.1649,0.6900,4426451,0.4749,68.82,4569.2397,2102.0228,USD,USD,USD
propush-cpc,BD,mybid,0.7615,0.1700,3503929,0.5915,347.93,285.9613,2072.5151,USD,USD,USD
propush-tb,UA,mybid,1.0448,0.1800,2365376,0.8648,480.47,128.1891,2045.6678,USD,USD,USD
propush-cpc,DE,galaksion,1.1483,0.6900,4426451,0.4583,66.42,288.1433,2028.6701,USD,USD,USD
propush-cpc,MY,mybid,1.4812,0.2700,1654090,1.2112,448.58,413.5400,2003.3858,USD,USD,USD
propush-cpc,SI,kadam,2.9560,0.5000,814508,2.4560,491.19,81.7412,2000.4005,USD,USD,USD
propush-cpc,NG,galaksion,1.1763,0.8500,6120478,0.3263,38.39,462.2876,1997.2121,USD,USD,USD
propush-nsd,BO,mybid,1.7147,0.1300,1255217,1.5847,1219.03,1064.5882,1989.1900,USD,USD,USD
propush-cpc,GE,kadam,1.8602,1.2000,2963163,0.6602,55.01,83.0266,1956.1770,USD,USD,USD
propush-constructor,MM,inhouseads,1.5560,1.3650,10124504,0.1910,13.99,93.8270,1933.5596,USD,USD,USD
propush-constructor,SG,clickadu,0.6404,0.3202,5926969,0.3201,99.97,8.4055,1897.4878,USD,USD,USD
propush-tb,BO,mybid,1.6409,0.1300,1255217,1.5109,1162.21,772.5400,1896.4664,USD,USD,USD
propush-constructor,PK,galaksion,0.6397,0.3500,6539524,0.2897,82.77,675.8402,1894.3991,USD,USD,USD
propush-cpc,GH,inhouseads,1.0541,0.7350,5935068,0.3191,43.41,53.3685,1893.8098,USD,USD,USD
propush-nsd,UA,mybid,0.9760,0.1800,2365376,0.7960,442.20,150.8891,1882.7569,USD,USD,USD
propush-constructor,PK,kadam,0.6397,0.6000,46609193,0.0397,6.61,675.8402,1849.6651,USD,USD,USD
propush-constructor,GB,mybid,2.0267,0.5900,1286433,1.4367,243.51,37.8350,1848.2567,USD,USD,USD
propush-cpc,SI,inhouseads,2.9560,0.5250,733057,2.4310,463.04,81.7412,1782.0335,USD,USD,USD
propush-cpc,NL,inhouseads,1.6766,1.4700,8590133,0.2066,14.06,104.1075,1774.8189,USD,USD,USD
propush-cpc,LU,kadam,5.2743,0.4000,363317,4.8743,1218.57,14.6097,1770.9041,USD,USD,USD
propush-cpc,JP,galaksion,0.4692,0.2800,9269740,0.1892,67.59,59.0868,1754.2507,USD,USD,USD
propush-constructor,ZW,inhouseads,2.9090,1.8900,1715462,1.0190,53.91,56.0998,1748.0348,USD,USD,USD
propush-cpc,SE,inhouseads,1.3461,0.9450,4354878,0.4011,42.44,53.1825,1746.6848,USD,USD,USD
sv,NP,galaksion,0.8200,0.5900,7429208,0.2300,38.98,596.9400,1708.7178,USD,USD,USD
sv,RU,mybid,0.4400,0.1400,5671589,0.3000,214.29,4.4300,1701.4767,USD,USD,USD
sv,TH,galaksion,1.5900,0.9200,2500166,0.6700,72.83,78.0300,1675.1112,USD,USD,USD
propush-constructor,ES,galaksion,1.0810,0.7100,4494869,0.3710,52.26,29.0903,1667.6905,USD,USD,USD
propush-nsd,IT,kadam,0.6487,0.6000,34147558,0.0487,8.12,1099.1591,1663.7164,USD,USD,USD
propush-cpc,CA,galaksion,1.5532,1.2300,5027422,0.3232,26.28,139.2381,1624.9456,USD,USD,USD
propush-constructor,TH,kadam,1.1437,1.1000,37027060,0.0437,3.98,56.1707,1619.0937,USD,USD,USD
propush-cpc,AU,adsterra,6.9927,4.8095,735086,2.1832,45.39,522.6569,1604.8376,USD,USD,USD
propush-constructor,VE,kadam,0.3134,0.2000,14145785,0.1134,56.69,12.8897,1603.8701,USD,USD,USD
propush-cpc,GE,inhouseads,1.8602,1.2600,2666846,0.6002,47.63,83.0266,1600.5481,USD,USD,USD
clickadu-pub-nsd,NL,mybid,1.8672,0.3000,1019987,1.5672,522.39,30.5844,1598.5027,USD,USD,USD
propush-constructor,BO,galaksion,2.0193,1.0400,1624310,0.9793,94.16,170.8800,1590.7015,USD,USD,USD
propush-cpc,LU,inhouseads,5.2743,0.4200,326985,4.8543,1155.78,14.6097,1587.2726,USD,USD,USD
propush-cpc,ES,kadam,0.7781,0.7000,20212147,0.0781,11.16,98.2115,1579.1466,USD,USD,USD
propush-constructor,DE,mybid,0.9102,0.3300,2706020,0.5802,175.81,31.2164,1569.9729,USD,USD,USD
propush-cpc,RW,kadam,1.2881,0.4000,1758154,0.8881,222.03,248.3463,1561.4343,USD,USD,USD
propush-cpc,OM,kadam,0.7206,0.4000,4781606,0.3206,80.15,27.5798,1532.9313,USD,USD,USD
propush-nsd,HT,kadam,2.4487,1.0000,1049340,1.4487,144.87,205.8965,1520.1485,USD,USD,USD
propush-cpc,TH,galaksion,1.5177,0.9200,2500166,0.5977,64.96,530.2297,1494.2295,USD,USD,USD
propush-cpc,HU,kadam,0.9224,0.6000,4606386,0.3224,53.73,43.3600,1485.0782,USD,USD,USD
propush-nsd,ID,mybid,0.5000,0.3400,9204233,0.1600,47.06,6608.2493,1472.6385,USD,USD,USD
propush-cpc,VN,kadam,0.6344,0.6000,42491002,0.0344,5.74,254.9175,1463.4693,USD,USD,USD
propush-constructor,IT,inhouseads,0.6774,0.6300,30732802,0.0474,7.53,119.4598,1457.8498,USD,USD,USD
propush-cpc,BD,galaksion,0.7615,0.6500,12804930,0.1115,17.15,285.9613,1427.5344,USD,USD,USD
propush-cpc,CD,kadam,0.7357,0.5000,6042021,0.2357,47.14,54.8434,1423.9742,USD,USD,USD
propush-nsd,AU,mybid,1.9399,0.5000,988132,1.4399,287.98,1760.1229,1422.8358,USD,USD,USD
propush-cpc,AL,kadam,1.1768,0.4000,1821104,0.7768,194.19,115.8467,1414.5926,USD,USD,USD
propush-cpc,NL,mybid,1.6766,0.3000,1019987,1.3766,458.87,104.1075,1404.1257,USD,USD,USD
propush-constructor,CA,mybid,2.0176,0.5400,939102,1.4776,273.63,76.3925,1387.6187,USD,USD,USD
propush-cpc,MX,galaksion,0.6706,0.5400,10557288,0.1306,24.19,166.4178,1379.1388,USD,USD,USD
propush-cpc,RW,inhouseads,1.2881,0.4200,1582338,0.8681,206.69,248.3463,1373.6435,USD,USD,USD
propush-nsd,AU,galaksion,1.9399,1.0500,1541742,0.8899,84.75,1760.1229,1372.0345,USD,USD,USD
propush-nsd,AU,clickadu,1.9399,0.9669,1396681,0.9730,100.63,1760.1229,1358.9760,USD,USD,USD
sv,BD,mybid,0.5500,0.1700,3503929,0.3800,223.53,585.7500,1331.4930,USD,USD,USD
propush-nsd,HT,inhouseads,2.4487,1.0500,944406,1.3987,133.21,205.8965,1320.9133,USD,USD,USD
propush-cpc,BO,galaksion,1.8524,1.0400,1624310,0.8124,78.12,121.1682,1319.6107,USD,USD,USD
propush-cpc,SY,kadam,0.6092,0.5000,12067613,0.1092,21.84,94.1673,1317.5600,USD,USD,USD
propush-constructor,VE,inhouseads,0.3134,0.2100,12731206,0.1034,49.23,12.8897,1316.1710,USD,USD,USD
propush-cpc,UA,mybid,0.7341,0.1800,2365376,0.5541,307.82,21.3901,1310.5846,USD,USD,USD
propush-nsd,VE,kadam,0.2925,0.2000,14145785,0.0925,46.24,249.2223,1308.2958,USD,USD,USD
sv,CN,clickadu,1.6100,1.3262,4567123,0.2838,21.40,40.1100,1296.1632,USD,USD,USD
propush-cpc,OM,inhouseads,0.7206,0.4200,4303445,0.3006,71.57,27.5798,1293.5691,USD,USD,USD
propush-tb,AO,kadam,1.3505,0.8000,2306215,0.5505,68.81,268.9184,1269.5415,USD,USD,USD
propush-cpc,FR,mybid,0.8336,0.3400,2552021,0.4936,145.18,310.9432,1259.7029,USD,USD,USD
propush-cpc,AL,inhouseads,1.1768,0.4200,1638993,0.7568,180.19,115.8467,1240.3530,USD,USD,USD
clickadilla-sv,UA,mybid,0.6967,0.1800,2365376,0.5167,287.05,16.9085,1222.1527,USD,USD,USD
propush-cpc,HU,inhouseads,0.9224,0.6300,4145747,0.2924,46.41,43.3600,1212.1978,USD,USD,USD
propush-cpc,MM,clickadu,2.8189,1.1589,723953,1.6600,143.24,957.8380,1201.7334,USD,USD,USD
propush-constructor,ZA,galaksion,1.0904,0.8300,4561016,0.2604,31.37,960.5794,1187.6558,USD,USD,USD
propush-constructor,MY,mybid,0.9868,0.2700,1654090,0.7168,265.49,94.7026,1185.6930,USD,USD,USD
propush-constructor,HK,mybid,1.1603,0.2200,1255217,0.9403,427.43,31.1402,1180.3379,USD,USD,USD
propush-cpc,FR,galaksion,0.8336,0.6200,5509792,0.2136,34.45,310.9432,1176.9462,USD,USD,USD
propush-cpc,MX,clickadu,0.6706,0.4205,4686910,0.2501,59.49,166.4178,1172.3641,USD,USD,USD
propush-nsd,AO,kadam,1.3038,0.8000,2306215,0.5038,62.98,364.8450,1161.9574,USD,USD,USD
mybid-pub-sv,CN,mybid,0.4833,0.1000,3026537,0.3833,383.27,0.2919,1159.9697,USD,USD,USD
propush-tb,US,mybid,0.6138,0.4500,7069483,0.1638,36.39,950.0625,1157.7408,USD,USD,USD
propush-constructor,HT,kadam,2.1005,1.0000,1049340,1.1005,110.05,17.9677,1154.7998,USD,USD,USD
propush-nsd,RW,kadam,1.0534,0.4000,1758154,0.6534,163.34,340.9590,1148.7081,USD,USD,USD
propush-cpc,CD,inhouseads,0.7357,0.5250,5437818,0.2107,40.13,54.8434,1145.6311,USD,USD,USD
propush-cpc,AE,galaksion,1.3754,1.0500,3505130,0.3254,30.99,148.1501,1140.5330,USD,USD,USD
propush-constructor,RW,kadam,1.0339,0.4000,1758154,0.6339,158.47,4.9782,1114.4799,USD,USD,USD
propush-constructor,BD,mybid,0.4869,0.1700,3503929,0.3169,186.43,497.8438,1110.5227,USD,USD,USD
sv,TH,mybid,1.5900,0.3600,895827,1.2300,341.67,78.0300,1101.8672,USD,USD,USD
propush-cpc,MY,clickadu,1.4812,1.1990,3891953,0.2821,23.53,413.5400,1098.0638,USD,USD,USD
propush-nsd,BO,galaksion,1.7147,1.0400,1624310,0.6747,64.88,1064.5882,1095.9836,USD,USD,USD
mybid-pub-sv,UA,mybid,0.6402,0.1800,2365376,0.4602,255.69,16.2104,1088.6545,USD,USD,USD
propush-cpc,IT,mybid,1.4627,0.4200,1030322,1.0427,248.27,488.7752,1074.3510,USD,USD,USD
propush-cpc,KW,kadam,0.7862,0.5000,3702509,0.2862,57.24,62.1073,1059.7239,USD,USD,USD
propush-tb,AO,inhouseads,1.3505,0.8400,2075593,0.5105,60.77,268.9184,1059.5633,USD,USD,USD
propush-nsd,VE,inhouseads,0.2925,0.2100,12731206,0.0825,39.28,249.2223,1050.1541,USD,USD,USD
sv2,PH,mybid,0.6100,0.3800,4544932,0.2300,60.53,2293.6700,1045.3344,USD,USD,USD
propush-constructor,AO,kadam,1.2530,0.8000,2306215,0.4530,56.63,22.4639,1044.7325,USD,USD,USD
