account,country,advertizer_source,revenue_cpm,buy_cpm,advertizer_impressions,profit_cpm,roi_percent,profiton_galaksion_revenue,revenue_weighted_profit,profiton_currency,mybid_currency,galaksion_currency
propush-nsd,GB,mybid,2.7469,0.3400,2484818,2.4069,707.90,21046.3211,5980.5870,USD,USD,USD
propush-constructor,NL,kadam,1.5712,1.0000,10451409,0.5712,57.12,11.7136,5970.2424,USD,USD,USD
propush-constructor,GB,mybid,2.7338,0.3400,2484818,2.3938,704.05,1785.2635,5948.1230,USD,USD,USD
propush-constructor,SG,kadam,1.3822,0.6000,7579863,0.7822,130.36,48.5735,5928.7100,USD,USD,USD
propush-tb,GB,mybid,2.7258,0.3400,2484818,2.3858,701.69,17800.4861,5928.1557,USD,USD,USD
propush-tb,AU,kadam,2.0608,1.6000,12551693,0.4608,28.80,1570.8548,5784.2556,USD,USD,USD
propush-constructor,BR,inhouseads,0.5931,0.5250,82817980,0.0681,12.97,106.1061,5641.2586,USD,USD,USD
propush-cpc,AU,clickadu,5.5579,1.3088,1254393,4.2490,324.64,865.3918,5329.9492,USD,USD,USD
clickadu-pub-nsd,RO,kadam,1.3317,0.8000,10002539,0.5317,66.46,36.4424,5318.5070,USD,USD,USD
propush-tb,US,mybid,0.7328,0.2500,10761167,0.4828,193.13,2238.7804,5195.7733,USD,USD,USD
propush-constructor,SG,inhouseads,1.3822,0.6300,6821876,0.7522,119.39,48.5735,5131.1822,USD,USD,USD
propush-nsd,FR,kadam,0.5971,0.5000,52791336,0.0971,19.42,3330.3981,5125.6376,USD,USD,USD
propush-constructor,RU,mybid,0.8112,0.1400,7523085,0.6712,479.39,1.4033,5049.1212,USD,USD,USD
propush-cpc,GE,kadam,2.9776,1.3000,2983733,1.6776,129.05,112.1946,5005.6389,USD,USD,USD
propush-constructor,NL,inhouseads,1.5712,1.0500,9406268,0.5212,49.64,11.7136,4902.9047,USD,USD,USD
propush-constructor,AU,inhouseads,2.1044,1.6800,11296523,0.4244,25.26,230.9071,4794.6483,USD,USD,USD
propush-cpc,AU,monetizer,5.5579,0.9669,1014376,4.5910,474.81,865.3918,4656.9620,USD,USD,USD
propush-constructor,CA,galaksion,2.1357,1.2300,5027422,0.9057,73.63,181.6634,4553.3786,USD,USD,USD
sv,BR,clickadu,0.9200,0.4992,10819726,0.4208,84.30,477.1600,4552.9732,USD,USD,USD
sv,BR,galaksion,0.9200,0.5400,11778624,0.3800,70.37,477.1600,4475.8771,USD,USD,USD
propush-cpc,TH,inhouseads,1.2640,1.1550,40837792,0.1090,9.43,220.7363,4449.2842,USD,USD,USD
clickadu-pub-nsd,RO,inhouseads,1.3317,0.8400,9002285,0.4917,58.54,36.4424,4426.5648,USD,USD,USD
propush-cpc,GE,inhouseads,2.9776,1.3650,2685359,1.6126,118.14,112.1946,4330.5255,USD,USD,USD
propush-tb,AU,inhouseads,2.0608,1.6800,11296523,0.3808,22.67,1570.8548,4302.1079,USD,USD,USD
propush-constructor,DE,clickadu,1.4653,0.9349,8081268,0.5304,56.73,253.5779,4286.3831,USD,USD,USD
propush-nsd,IT,kadam,0.7270,0.6000,33558186,0.1270,21.17,1605.3637,4263.0622,USD,USD,USD
propush-nsd,AU,mybid,2.5953,0.2400,1793881,2.3553,981.39,2667.1536,4225.1916,USD,USD,USD
propush-tb,DE,clickadu,1.4534,0.9349,8081268,0.5184,55.45,7591.6435,4189.6596,USD,USD,USD
propush-tb,TH,inhouseads,1.2559,1.1550,40837792,0.1009,8.74,1828.0663,4122.1066,USD,USD,USD
propush-cpc,GH,kadam,1.1320,0.5000,6477605,0.6320,126.40,87.2682,4093.9441,USD,USD,USD
propush-nsd,DE,clickadu,1.4385,0.9349,8081268,0.5035,53.86,8463.7630,4069.2760,USD,USD,USD
propush-nsd,TH,inhouseads,1.2534,1.1550,40837792,0.0984,8.52,2133.9325,4018.4434,USD,USD,USD
propush-cpc,ID,mybid,0.6626,0.2800,10357354,0.3826,136.64,594.6761,3962.5845,USD,USD,USD
clickadu-pub-nsd,KW,kadam,1.5073,0.5000,3925280,1.0073,201.46,7.5275,3953.9690,USD,USD,USD
propush-constructor,DE,mybid,1.4653,0.2200,3159206,1.2453,566.07,253.5779,3934.3005,USD,USD,USD
propush-tb,DE,mybid,1.4534,0.2200,3159206,1.2334,560.63,7591.6435,3896.4884,USD,USD,USD
propush-nsd,DE,mybid,1.4385,0.2200,3159206,1.2185,553.85,8463.7630,3849.4270,USD,USD,USD
propush-cpc,PH,mybid,0.7609,0.1400,6107304,0.6209,443.51,467.5665,3792.0963,USD,USD,USD
propush-cpc,GB,clickadu,3.0527,2.1039,3981525,0.9487,45.09,1460.5714,3777.4455,USD,USD,USD
propush-constructor,GE,kadam,2.5402,1.3000,2983733,1.2402,95.40,11.7968,3700.5053,USD,USD,USD
clickadu-pub-nsd,SG,clickadu,1.5270,0.6448,4134842,0.8822,136.81,36.5834,3647.6731,USD,USD,USD
propush-tb,FR,kadam,0.5688,0.5000,52791336,0.0688,13.76,2766.0003,3631.8511,USD,USD,USD
propush-constructor,GH,kadam,1.0525,0.5000,6477605,0.5525,110.50,81.1099,3578.8797,USD,USD,USD
propush-cpc,GH,inhouseads,1.1320,0.5250,5829844,0.6070,115.62,87.2682,3538.8033,USD,USD,USD
propush-constructor,TH,kadam,1.1769,1.1000,45375325,0.0769,6.99,85.1300,3487.2125,USD,USD,USD
clickadu-pub-nsd,KW,inhouseads,1.5073,0.5250,3532752,0.9823,187.11,7.5275,3470.2533,USD,USD,USD
propush-constructor,DE,galaksion,1.4653,0.6900,4426451,0.7753,112.37,253.5779,3432.0254,USD,USD,USD
propush-nsd,FR,inhouseads,0.5971,0.5250,47512202,0.0721,13.73,3330.3981,3425.2687,USD,USD,USD
propush-cpc,PH,galaksion,0.7609,0.5500,16185618,0.2109,38.35,467.5665,3413.7355,USD,USD,USD
propush-nsd,MM,kadam,2.1542,1.8000,9625229,0.3542,19.68,1969.3583,3409.4314,USD,USD,USD
propush-nsd,NG,kadam,0.9725,0.9000,46951973,0.0725,8.05,2558.7786,3402.5216,USD,USD,USD
propush-tb,DE,galaksion,1.4534,0.6900,4426451,0.7634,110.63,7591.6435,3379.0459,USD,USD,USD
propush-constructor,AU,mybid,2.1044,0.2400,1793881,1.8644,776.85,230.9071,3344.5759,USD,USD,USD
propush-cpc,DE,mybid,1.2693,0.2200,3159206,1.0493,476.94,618.5417,3314.8503,USD,USD,USD
propush-nsd,DE,galaksion,1.4385,0.6900,4426451,0.7485,108.48,8463.7630,3313.1067,USD,USD,USD
propush-cpc,CI,kadam,1.1097,0.8000,10683800,0.3097,38.71,114.5973,3308.3979,USD,USD,USD
propush-constructor,MX,kadam,0.5586,0.5000,56410093,0.0586,11.71,201.6005,3303.6294,USD,USD,USD
propush-cpc,NL,kadam,1.3143,1.0000,10451409,0.3143,31.43,91.6064,3284.6358,USD,USD,USD
propush-constructor,CN,mybid,1.1353,0.1300,3264860,1.0053,773.33,4.4074,3282.2659,USD,USD,USD
propush-tb,AU,mybid,2.0608,0.2400,1793881,1.8208,758.68,1570.8548,3266.3608,USD,USD,USD
clickadu-pub-nsd,DE,mybid,1.2338,0.2200,3159206,1.0138,460.80,345.2729,3202.7071,USD,USD,USD
propush-constructor,GE,inhouseads,2.5402,1.3650,2685359,1.1752,86.10,11.7968,3155.9056,USD,USD,USD
propush-cpc,SA,galaksion,1.0174,0.4400,5438243,0.5774,131.24,109.6706,3140.2444,USD,USD,USD
propush-tb,CM,kadam,1.9370,1.4000,5753774,0.5370,38.36,309.5612,3089.9706,USD,USD,USD
propush-constructor,GH,inhouseads,1.0525,0.5250,5829844,0.5275,100.48,81.1099,3075.2453,USD,USD,USD
propush-cpc,SG,kadam,1.0039,0.6000,7579863,0.4039,67.31,67.6434,3061.2339,USD,USD,USD
propush-constructor,SG,clickadu,1.3822,0.6448,4134842,0.7374,114.36,48.5735,3048.8871,USD,USD,USD
propush-cpc,JP,galaksion,0.6085,0.2800,9269740,0.3285,117.31,72.0330,3044.8727,USD,USD,USD
propush-cpc,CN,mybid,1.0528,0.1300,3264860,0.9228,709.84,15.6097,3012.7802,USD,USD,USD
propush-cpc,ID,clickadu,0.6626,0.5749,34134289,0.0877,15.26,594.6761,2994.6548,USD,USD,USD
propush-cpc,JP,mybid,0.6085,0.0900,5764161,0.5185,576.08,72.0330,2988.5702,USD,USD,USD
propush-constructor,PH,mybid,0.6210,0.1400,6107304,0.4810,343.60,358.0597,2937.8542,USD,USD,USD
propush-nsd,IT,inhouseads,0.7270,0.6300,30202367,0.0970,15.40,1605.3637,2930.6849,USD,USD,USD
propush-cpc,DE,clickadu,1.2693,0.9349,8081268,0.3343,35.76,618.5417,2701.8258,USD,USD,USD
propush-constructor,CA,mybid,2.1357,0.2900,1443980,1.8457,636.45,181.6634,2665.1661,USD,USD,USD
propush-cpc,CI,inhouseads,1.1097,0.8400,9615420,0.2697,32.10,114.5973,2592.9413,USD,USD,USD
propush-cpc,DE,galaksion,1.2693,0.6900,4426451,0.5793,83.95,618.5417,2564.0966,USD,USD,USD
propush-cpc,MZ,kadam,2.7719,2.0000,3316115,0.7719,38.60,74.5261,2559.8076,USD,USD,USD
propush-nsd,GB,clickadu,2.7469,2.1039,3981525,0.6429,30.56,21046.3211,2559.7428,USD,USD,USD
propush-cpc,SG,inhouseads,1.0039,0.6300,6821876,0.3739,59.34,67.6434,2550.4539,USD,USD,USD
propush-nsd,NL,kadam,1.2404,1.0000,10451409,0.2404,24.04,373.0107,2512.1775,USD,USD,USD
propush-cpc,ZW,kadam,2.6650,1.7000,2602809,0.9650,56.76,138.9065,2511.6455,USD,USD,USD
propush-constructor,GB,clickadu,2.7338,2.1039,3981525,0.6298,29.94,1785.2635,2507.7245,USD,USD,USD
propush-cpc,UA,mybid,1.3721,0.1900,2106790,1.1821,622.16,63.3117,2490.4464,USD,USD,USD
propush-cpc,NL,inhouseads,1.3143,1.0500,9406268,0.2643,25.17,91.6064,2485.8588,USD,USD,USD
propush-tb,GB,clickadu,2.7258,2.1039,3981525,0.6218,29.55,17800.4861,2475.7300,USD,USD,USD
propush-cpc,RW,kadam,2.7773,1.0000,1382103,1.7773,177.73,248.0727,2456.4782,USD,USD,USD
propush-cpc,IT,galaksion,1.2966,0.8000,4931350,0.4966,62.07,450.7969,2448.8565,USD,USD,USD
propush-tb,CM,inhouseads,1.9370,1.4700,5178396,0.4670,31.77,309.5612,2418.4855,USD,USD,USD
clickadu-pub-nsd,DE,clickadu,1.2338,0.9349,8081268,0.2988,31.96,345.2729,2414.9628,USD,USD,USD
clickadu-pub-nsd,DE,galaksion,1.2338,0.6900,4426451,0.5438,78.81,345.2729,2406.9696,USD,USD,USD
propush-cpc,PH,inhouseads,0.7609,0.7350,92831105,0.0259,3.53,467.5665,2405.4079,USD,USD,USD
clickadu-pub-nsd,MY,kadam,1.1694,1.1000,34542845,0.0694,6.31,512.1957,2396.4174,USD,USD,USD
propush-nsd,AU,galaksion,2.5953,1.0500,1541742,1.5453,147.17,2667.1536,2382.5087,USD,USD,USD
clickadu-pub-nsd,FR,galaksion,1.0503,0.6200,5509792,0.4303,69.40,170.2203,2370.8373,USD,USD,USD
clickadu-pub-nsd,SG,galaksion,1.5270,0.6600,2723412,0.8670,131.36,36.5834,2361.1452,USD,USD,USD
propush-cpc,VN,mybid,0.6935,0.0400,3589244,0.6535,1633.74,137.8368,2345.5501,USD,USD,USD
propush-constructor,US,clickadu,1.5769,1.4862,25860089,0.0906,6.10,770.4152,2343.6596,USD,USD,USD
propush-nsd,CM,kadam,1.8015,1.4000,5753774,0.4015,28.68,397.9655,2310.3204,USD,USD,USD
propush-nsd,MM,inhouseads,2.1542,1.8900,8662706,0.2642,13.98,1969.3583,2288.8446,USD,USD,USD
clickadu-pub-nsd,FR,mybid,1.0503,0.2700,2824916,0.7803,289.00,170.2203,2204.2685,USD,USD,USD
propush-tb,NL,kadam,1.2063,1.0000,10451409,0.2063,20.63,269.6907,2156.0429,USD,USD,USD
propush-constructor,ID,mybid,0.4877,0.2800,10357354,0.2077,74.19,996.0235,2151.5845,USD,USD,USD
propush-cpc,RW,inhouseads,2.7773,1.0500,1243892,1.7273,164.51,248.0727,2148.6345,USD,USD,USD
sv,BR,mybid,0.9200,0.1000,2620119,0.8200,820.00,477.1600,2148.4976,USD,USD,USD
propush-nsd,UA,mybid,1.1982,0.1900,2106790,1.0082,530.64,282.1025,2124.1145,USD,USD,USD
propush-cpc,NZ,kadam,1.7862,0.9000,2388760,0.8862,98.47,10.8316,2116.9510,USD,USD,USD
propush-constructor,NL,mybid,1.5712,0.2700,1622312,1.3012,481.94,11.7136,2111.0141,USD,USD,USD
propush-tb,FR,inhouseads,0.5688,0.5250,47512202,0.0438,8.34,2766.0003,2080.8609,USD,USD,USD
propush-constructor,MA,mybid,0.6384,0.0900,3782751,0.5484,609.28,77.8093,2074.2759,USD,USD,USD
propush-nsd,PH,mybid,0.4777,0.1400,6107304,0.3377,241.25,2208.3691,2062.7290,USD,USD,USD
propush-cpc,ZW,inhouseads,2.6650,1.7850,2342528,0.8800,49.30,138.9065,2061.3660,USD,USD,USD
propush-tb,UA,mybid,1.1599,0.1900,2106790,0.9699,510.48,215.0942,2043.3889,USD,USD,USD
clickadu-pub-nsd,MY,mybid,1.1694,0.1700,2034999,0.9994,587.87,512.1957,2033.7276,USD,USD,USD
propush-cpc,MZ,inhouseads,2.7719,2.1000,2984503,0.6719,32.00,74.5261,2005.3761,USD,USD,USD
propush-cpc,MY,mybid,1.1502,0.1700,2034999,0.9802,576.59,352.2299,1994.6951,USD,USD,USD
propush-constructor,SG,galaksion,1.3822,0.6600,2723412,0.7222,109.42,48.5735,1966.7551,USD,USD,USD
nsd,PH,mybid,0.4500,0.1400,6107304,0.3100,221.43,1327.0600,1893.2642,USD,USD,USD
propush-cpc,NG,mybid,2.0076,0.2100,1012210,1.7976,856.02,1733.5097,1819.5856,USD,USD,USD
propush-nsd,ID,galaksion,0.4042,0.3800,75236121,0.0242,6.36,4465.2067,1819.4670,USD,USD,USD
propush-cpc,NZ,inhouseads,1.7862,0.9450,2149884,0.8412,89.02,10.8316,1808.5111,USD,USD,USD
propush-nsd,NL,inhouseads,1.2404,1.0500,9406268,0.1904,18.13,373.0107,1790.6463,USD,USD,USD
propush-nsd,CN,mybid,0.6774,0.1300,3264860,0.5474,421.04,93.3036,1787.0375,USD,USD,USD
propush-cpc,IT,mybid,1.2966,0.2500,1705339,1.0466,418.64,450.7969,1784.7898,USD,USD,USD
propush-cpc,LR,kadam,3.3415,1.0000,743868,2.3415,234.15,56.9685,1741.7370,USD,USD,USD
propush-cpc,MY,kadam,1.1502,1.1000,34542845,0.0502,4.56,352.2299,1733.8651,USD,USD,USD
propush-constructor,MY,mybid,1.0175,0.1700,2034999,0.8475,498.51,278.9270,1724.5989,USD,USD,USD
propush-nsd,MA,mybid,0.5454,0.0900,3782751,0.4554,506.05,651.1138,1722.8238,USD,USD,USD
sv,US,mybid,0.4100,0.2500,10761167,0.1600,64.00,127.5200,1721.7867,USD,USD,USD
propush-cpc,KW,kadam,0.9380,0.5000,3925280,0.4380,87.60,41.6724,1719.3454,USD,USD,USD
propush-nsd,CM,inhouseads,1.8015,1.4700,5178396,0.3315,22.55,397.9655,1716.8004,USD,USD,USD
propush-tb,MA,mybid,0.5433,0.0900,3782751,0.4533,503.71,508.3060,1714.8638,USD,USD,USD
propush-constructor,MX,inhouseads,0.5586,0.5250,50769083,0.0336,6.39,201.6005,1704.0393,USD,USD,USD
propush-cpc,NL,mybid,1.3143,0.2700,1622312,1.0443,386.77,91.6064,1694.1429,USD,USD,USD
propush-cpc,MM,clickadu,3.7402,1.1328,644091,2.6074,230.18,799.7676,1679.4011,USD,USD,USD
propush-nsd,AU,monetizer,2.5953,0.9669,1014376,1.6284,168.42,2667.1536,1651.8508,USD,USD,USD
sv2,PH,mybid,0.4100,0.1400,6107304,0.2700,192.86,1032.2800,1648.9721,USD,USD,USD
sv,DE,mybid,0.7400,0.2200,3159206,0.5200,236.36,50.1500,1642.7871,USD,USD,USD
sv,CN,mybid,0.6300,0.1300,3264860,0.5000,384.62,25.6100,1632.4300,USD,USD,USD
propush-constructor,AU,galaksion,2.1044,1.0500,1541742,1.0544,100.42,230.9071,1625.6679,USD,USD,USD
propush-constructor,UA,mybid,0.9599,0.1900,2106790,0.7699,405.22,3.6966,1622.0495,USD,USD,USD
propush-nsd,AU,clickadu,2.5953,1.3088,1254393,1.2865,98.29,2667.1536,1613.7823,USD,USD,USD
propush-tb,PH,mybid,0.4030,0.1400,6107304,0.2630,187.83,1382.7429,1606.0042,USD,USD,USD
propush-constructor,RW,kadam,2.1603,1.0000,1382103,1.1603,116.03,75.6133,1603.5940,USD,USD,USD
propush-tb,CN,mybid,0.6157,0.1300,3264860,0.4857,373.58,73.2865,1585.6013,USD,USD,USD
propush-nsd,NL,mybid,1.2404,0.2700,1622312,0.9704,359.40,373.0107,1574.2386,USD,USD,USD
propush-tb,AU,galaksion,2.0608,1.0500,1541742,1.0108,96.27,1570.8548,1558.4463,USD,USD,USD
propush-cpc,LR,inhouseads,3.3415,1.0500,669481,2.2915,218.23,56.9685,1534.0888,USD,USD,USD
propush-nsd,SG,kadam,0.8021,0.6000,7579863,0.2021,33.69,228.7428,1532.1219,USD,USD,USD
propush-constructor,JP,mybid,0.3552,0.0900,5764161,0.2652,294.63,66.2863,1528.4682,USD,USD,USD
sv,PH,mybid,0.3900,0.1400,6107304,0.2500,178.57,64.7900,1526.8260,USD,USD,USD
propush-nsd,RW,kadam,2.1008,1.0000,1382103,1.1008,110.08,436.4869,1521.3735,USD,USD,USD
propush-tb,NL,mybid,1.2063,0.2700,1622312,0.9363,346.77,269.6907,1518.9579,USD,USD,USD
propush-constructor,MM,clickadu,3.4777,1.1328,644091,2.3449,207.01,354.0032,1510.3550,USD,USD,USD
sv,CI,kadam,0.9400,0.8000,10683800,0.1400,17.50,7.2100,1495.7320,USD,USD,USD
propush-cpc,SG,clickadu,1.0039,0.6448,4134842,0.3591,55.69,67.6434,1484.6688,USD,USD,USD
propush-cpc,CA,mybid,1.3171,0.2900,1443980,1.0271,354.17,141.0738,1483.1195,USD,USD,USD
propush-cpc,AE,kadam,0.8377,0.6000,6237997,0.2377,39.62,190.1502,1482.8591,USD,USD,USD
clickadu-pub-nsd,GB,mybid,0.9324,0.3400,2484818,0.5924,174.25,74.1444,1472.0921,USD,USD,USD
propush-constructor,FR,mybid,0.7909,0.2700,2824916,0.5209,192.93,121.6997,1471.5269,USD,USD,USD
propush-tb,NL,inhouseads,1.2063,1.0500,9406268,0.1563,14.88,269.6907,1470.1252,USD,USD,USD
propush-cpc,FR,mybid,0.7892,0.2700,2824916,0.5192,192.31,442.6981,1466.8012,USD,USD,USD
propush-cpc,MA,mybid,0.4768,0.0900,3782751,0.3868,429.79,64.9985,1463.1993,USD,USD,USD
propush-cpc,KW,inhouseads,0.9380,0.5250,3532752,0.4130,78.67,41.6724,1459.0921,USD,USD,USD
propush-constructor,NO,kadam,1.5594,0.8000,1906158,0.7594,94.93,0.2760,1447.5398,USD,USD,USD
propush-cpc,KH,kadam,0.4658,0.3000,8558279,0.1658,55.27,39.8244,1419.1383,USD,USD,USD
propush-constructor,LR,kadam,2.8905,1.0000,743868,1.8905,189.05,43.5101,1406.2506,USD,USD,USD
